ElementLabel,IntegrationPoint,LE11,LE22,LE33,LE12,LE13,LE23
1,1,6.729781e-06,-2.151597e-06,-1.7484606e-05,-2.5745194e-05,-5.036049e-05,4.2526763e-06
2,1,-1.7952356e-05,9.443246e-05,-3.077443e-05,-0.00014523232,-1.6912611e-07,1.2374136e-05
3,1,-3.5199864e-06,0.00010066855,-5.0698593e-05,6.965283e-05,-2.106574e-05,6.621742e-06
4,1,-5.4797547e-06,0.00016370528,-6.5639346e-05,-0.00018704505,-9.521326e-06,2.1761514e-05
5,1,-3.793391e-05,0.0001882796,-6.3864274e-05,0.00015328969,6.724554e-06,3.2428732e-05
6,1,6.6743573e-06,9.925259e-05,-5.0240884e-05,0.00013455369,-1.5546562e-05,3.1168922e-05
7,1,-5.263502e-08,3.587879e-05,-2.0547559e-05,9.7493474e-05,-8.246394e-06,1.6559949e-05
8,1,2.0851634e-05,-1.0644042e-05,-2.5243897e-05,-1.404067e-05,9.464837e-06,1.5755631e-05
9,1,-1.5504505e-05,8.9472065e-05,-3.414925e-05,-0.00015300921,-2.687545e-06,2.1289079e-05
10,1,2.7780986e-06,8.774592e-05,-4.786771e-05,7.198271e-05,1.15723915e-05,2.6269363e-05
11,1,4.1918491e-07,0.00015359145,-5.5946883e-05,-0.00021546017,1.557231e-05,4.1107334e-05
12,1,-3.9998286e-05,0.0001817716,-5.577879e-05,0.0001280428,1.0291808e-05,5.3958567e-05
13,1,1.2971675e-05,9.448051e-05,-5.2365336e-05,9.6436954e-05,6.8627123e-06,5.3462794e-05
14,1,1.6352318e-07,4.586865e-05,-4.6733952e-05,7.7383294e-05,-2.0211031e-05,2.418294e-05
15,1,5.3513463e-06,-1.724535e-05,6.9244957e-06,-2.720009e-05,5.1408675e-05,4.8283655e-06
16,1,-1.4436972e-05,7.735364e-05,-9.669806e-06,-0.00015367386,6.275277e-05,2.0629648e-05
17,1,-1.1948382e-06,7.280314e-05,-1.5909707e-05,6.7186484e-05,5.9865477e-05,2.6901489e-05
18,1,-5.6550543e-06,0.00013741599,-2.4143774e-05,-0.00022688933,4.9312548e-05,3.1206637e-05
19,1,-3.8756094e-05,0.00016952689,-3.374412e-05,0.00012958996,3.7405447e-05,3.673667e-05
20,1,8.186987e-06,9.000129e-05,-4.2497166e-05,9.5601776e-05,2.4050749e-05,3.6071346e-05
21,1,4.798583e-06,4.8589274e-05,-5.6313274e-05,8.0099584e-05,2.3969887e-05,1.6015161e-05
22,1,1.2773912e-05,-3.752685e-05,5.1098817e-05,-1.5869255e-05,6.6506545e-05,2.761838e-06
23,1,-2.618069e-05,6.3599946e-05,4.1551426e-05,-0.00015772619,6.0409995e-05,7.178986e-06
