StepTime,U2_mm,RF2_N
0.0,0.0,-0.0
0.0024999999441206455,-0.0005000000237487257,-0.24133165180683136
0.004999999888241291,-0.0010000000474974513,-0.026334594935178757
0.008750000037252903,-0.0017500000540167093,-0.0025118538178503513
0.014375000260770321,-0.0028750000055879354,-0.00024999704328365624
0.022812500596046448,-0.004562499932944775,-4.644456930691376e-05
0.035468749701976776,-0.007093749940395355,-20.946163177490234
0.05000000074505806,-0.009999999776482582,-51.5601806640625
0.07179687172174454,-0.014359375461935997,-97.45796203613281
0.10000000149011612,-0.019999999552965164,-156.80361938476562
0.15000000596046448,-0.029999999329447746,-261.8983154296875
0.20000000298023224,-0.03999999910593033,-366.84716796875
0.25,-0.05000000074505806,-471.650390625
0.30000001192092896,-0.05999999865889549,-576.3087768554688
0.3499999940395355,-0.07000000029802322,-680.8230590820312
0.4000000059604645,-0.07999999821186066,-785.1945190429688
0.44999998807907104,-0.09000000357627869,-889.4242553710938
0.5,-0.10000000149011612,-993.5137939453125
0.550000011920929,-0.10999999940395355,-1097.464599609375
0.6000000238418579,-0.11999999731779099,-1201.2779541015625
0.6499999761581421,-0.12999999523162842,-1304.95556640625
0.699999988079071,-0.14000000059604645,-1408.4984130859375
0.75,-0.15000000596046448,-1511.9078369140625
0.800000011920929,-0.1599999964237213,-1615.1845703125
0.8500000238418579,-0.17000000178813934,-1718.329345703125
0.8999999761581421,-0.18000000715255737,-1825.4464111328125
0.949999988079071,-0.1899999976158142,-1939.4373779296875
1.0,-0.20000000298023224,-2055.467529296875
