StepTime,RF2_N
0.0,-0.0
0.0024999999441206455,0.1195872351527214
0.004999999888241291,0.012870248407125473
0.008750000037252903,0.0012543792836368084
0.014375000260770321,0.00012346750008873641
0.022812500596046448,2.3221404262585565e-05
0.035468749701976776,10.47309684753418
0.05000000074505806,25.780092239379883
0.07179687172174454,48.72900390625
0.10000000149011612,78.40184783935547
0.15000000596046448,130.94921875
0.20000000298023224,183.42367553710938
0.25,235.82530212402344
0.30000001192092896,288.1545104980469
0.3499999940395355,340.41168212890625
0.4000000059604645,392.5974426269531
0.44999998807907104,444.71234130859375
0.5,496.75714111328125
0.550000011920929,548.7325439453125
0.6000000238418579,600.6392822265625
0.6499999761581421,652.4780883789062
0.699999988079071,704.24951171875
0.75,755.9542846679688
0.800000011920929,807.5926513671875
0.8500000238418579,859.1650390625
0.8999999761581421,912.7241821289062
0.949999988079071,969.7197875976562
1.0,1027.7349853515625
