HistoryRegion,Variable,StepTime,Value
Assembly ASSEMBLY,ALLSE,0.0,0.0
Assembly ASSEMBLY,ALLSE,0.0024999999441206455,2.400991888862336e-06
Assembly ASSEMBLY,ALLSE,0.004999999888241291,2.7874213159861938e-08
Assembly ASSEMBLY,ALLSE,0.008750000037252903,2.6042978884532886e-10
Assembly ASSEMBLY,ALLSE,0.014375000260770321,2.5478061500827653e-12
Assembly ASSEMBLY,ALLSE,0.022812500596046448,1.3824258036053416e-13
Assembly ASSEMBLY,ALLSE,0.035468749701976776,0.019349398091435432
Assembly ASSEMBLY,ALLSE,0.05000000074505806,0.11727633327245712
Assembly ASSEMBLY,ALLSE,0.07179687172174454,0.4191821217536926
Assembly ASSEMBLY,ALLSE,0.10000000149011612,1.0857298374176025
Assembly ASSEMBLY,ALLSE,0.15000000596046448,3.0318214893341064
Assembly ASSEMBLY,ALLSE,0.20000000298023224,5.954365253448486
Assembly ASSEMBLY,ALLSE,0.25,9.852158546447754
Assembly ASSEMBLY,ALLSE,0.30000001192092896,14.724004745483398
Assembly ASSEMBLY,ALLSE,0.3499999940395355,20.568714141845703
Assembly ASSEMBLY,ALLSE,0.4000000059604645,27.385116577148438
Assembly ASSEMBLY,ALLSE,0.44999998807907104,35.17206573486328
Assembly ASSEMBLY,ALLSE,0.5,43.928443908691406
Assembly ASSEMBLY,ALLSE,0.550000011920929,53.65316390991211
Assembly ASSEMBLY,ALLSE,0.6000000238418579,64.34517669677734
Assembly ASSEMBLY,ALLSE,0.6499999761581421,76.0034408569336
Assembly ASSEMBLY,ALLSE,0.699999988079071,88.62696838378906
Assembly ASSEMBLY,ALLSE,0.75,102.21476745605469
Assembly ASSEMBLY,ALLSE,0.800000011920929,116.76586151123047
Assembly ASSEMBLY,ALLSE,0.8500000238418579,132.27928161621094
Assembly ASSEMBLY,ALLSE,0.8999999761581421,148.7540283203125
Assembly ASSEMBLY,ALLSE,0.949999988079071,166.413330078125
Assembly ASSEMBLY,ALLSE,1.0,185.23681640625
Assembly ASSEMBLY,ALLSD,0.0,0.0
Assembly ASSEMBLY,ALLSD,0.0024999999441206455,1.630401271768278e-07
Assembly ASSEMBLY,ALLSD,0.004999999888241291,2.498568107967003e-07
Assembly ASSEMBLY,ALLSD,0.008750000037252903,2.5052599994523916e-07
Assembly ASSEMBLY,ALLSD,0.014375000260770321,2.50526056788658e-07
Assembly ASSEMBLY,ALLSD,0.022812500596046448,2.50526056788658e-07
Assembly ASSEMBLY,ALLSD,0.035468749701976776,2.505263978491712e-07
Assembly ASSEMBLY,ALLSD,0.05000000074505806,2.5053046215361974e-07
Assembly ASSEMBLY,ALLSD,0.07179687172174454,2.5053637386918126e-07
Assembly ASSEMBLY,ALLSD,0.10000000149011612,2.5054376351363317e-07
Assembly ASSEMBLY,ALLSD,0.15000000596046448,2.505562406440731e-07
