StepTime,RF2_N
0.0,-0.0
0.0024999999441206455,0.11113346368074417
0.004999999888241291,0.011933151632547379
0.008750000037252903,0.0011638159630820155
0.014375000260770321,0.00011460273526608944
0.022812500596046448,2.1541198293562047e-05
0.035468749701976776,10.040544509887695
0.05000000074505806,24.71558380126953
0.07179687172174454,46.71760940551758
0.10000000149011612,75.16712951660156
0.15000000596046448,125.55101013183594
0.20000000298023224,175.86851501464844
0.25,226.11984252929688
0.30000001192092896,276.3054504394531
0.3499999940395355,326.4258728027344
0.4000000059604645,376.48175048828125
0.44999998807907104,426.4738464355469
0.5,476.4029541015625
0.550000011920929,526.2698974609375
0.6000000238418579,576.075439453125
0.6499999761581421,625.8204345703125
0.699999988079071,675.5055541992188
0.75,725.1314086914062
0.800000011920929,774.6984252929688
0.8500000238418579,824.2068481445312
0.8999999761581421,873.6567993164062
0.949999988079071,926.7619018554688
1.0,981.5574340820312
