NodeLabel,X_mm,Y_mm,Z_mm
1523,-4.2,1.1428572,3.0769231
1524,-4.2,1.7142857,3.0769231
1525,-4.2,2.2857144,3.0769231
1526,-4.2,2.857143,3.0769231
1527,-4.2,3.4285715,3.0769231
1528,-4.2,4.0,3.0769231
1529,-4.2,0.0,2.4615386
1530,-4.2,0.5714286,2.4615386
1531,-4.2,1.1428572,2.4615386
1532,-4.2,1.7142857,2.4615386
1533,-4.2,2.2857144,2.4615386
1534,-4.2,2.857143,2.4615386
1535,-4.2,3.4285715,2.4615386
1536,-4.2,4.0,2.4615386
1537,-4.2,0.0,1.8461539
1538,-4.2,0.5714286,1.8461539
1539,-4.2,1.1428572,1.8461539
1540,-4.2,1.7142857,1.8461539
1541,-4.2,2.2857144,1.8461539
1542,-4.2,2.857143,1.8461539
1543,-4.2,3.4285715,1.8461539
1544,-4.2,4.0,1.8461539
1545,-4.2,0.0,1.2307693
1546,-4.2,0.5714286,1.2307693
1547,-4.2,1.1428572,1.2307693
1548,-4.2,1.7142857,1.2307693
1549,-4.2,2.2857144,1.2307693
1550,-4.2,2.857143,1.2307693
1551,-4.2,3.4285715,1.2307693
1552,-4.2,4.0,1.2307693
1553,-4.2,0.0,0.61538464
1554,-4.2,0.5714286,0.61538464
1555,-4.2,1.1428572,0.61538464
1556,-4.2,1.7142857,0.61538464
1557,-4.2,2.2857144,0.61538464
1558,-4.2,2.857143,0.61538464
1559,-4.2,3.4285715,0.61538464
1560,-4.2,4.0,0.61538464
1561,-4.2,0.0,0.0
1562,-4.2,0.5714286,0.0
1563,-4.2,1.1428572,0.0
1564,-4.2,1.7142857,0.0
1565,-4.2,2.2857144,0.0
1566,-4.2,2.857143,0.0
1567,-4.2,3.4285715,0.0
1568,-4.2,4.0,0.0
1569,-3.6,0.0,8.0
1570,-3.6,0.5714286,8.0
1571,-3.6,1.1428572,8.0
1572,-3.6,1.7142857,8.0
1573,-3.6,2.2857144,8.0
1574,-3.6,2.857143,8.0
1575,-3.6,3.4285715,8.0
1576,-3.6,4.0,8.0
1577,-3.6,0.0,7.3846154
1578,-3.6,0.5714286,7.3846154
1579,-3.6,1.1428572,7.3846154
1580,-3.6,1.7142857,7.3846154
1581,-3.6,2.2857144,7.3846154
1582,-3.6,2.857143,7.3846154
1583,-3.6,3.4285715,7.3846154
1584,-3.6,4.0,7.3846154
1585,-3.6,0.0,6.769231
1586,-3.6,0.5714286,6.769231
1587,-3.6,1.1428572,6.769231
1588,-3.6,1.7142857,6.769231
1589,-3.6,2.2857144,6.769231
1590,-3.6,2.857143,6.769231
1591,-3.6,3.4285715,6.769231
1592,-3.6,4.0,6.769231
1593,-3.6,0.0,6.1538463
1594,-3.6,0.5714286,6.1538463
1595,-3.6,1.1428572,6.1538463
1596,-3.6,1.7142857,6.1538463
1597,-3.6,2.2857144,6.1538463
1598,-3.6,2.857143,6.1538463
1599,-3.6,3.4285715,6.1538463
1600,-3.6,4.0,6.1538463
1601,-3.6,0.0,5.5384617
1602,-3.6,0.5714286,5.5384617
1603,-3.6,1.1428572,5.5384617
1604,-3.6,1.7142857,5.5384617
1605,-3.6,2.2857144,5.5384617
1606,-3.6,2.857143,5.5384617
1607,-3.6,3.4285715,5.5384617
1608,-3.6,4.0,5.5384617
1609,-3.6,0.0,4.923077
1610,-3.6,0.5714286,4.923077
1611,-3.6,1.1428572,4.923077
1612,-3.6,1.7142857,4.923077
1613,-3.6,2.2857144,4.923077
1614,-3.6,2.857143,4.923077
1615,-3.6,3.4285715,4.923077
1616,-3.6,4.0,4.923077
1617,-3.6,0.0,4.3076925
1618,-3.6,0.5714286,4.3076925
1619,-3.6,1.1428572,4.3076925
1620,-3.6,1.7142857,4.3076925
1621,-3.6,2.2857144,4.3076925
1622,-3.6,2.857143,4.3076925
1623,-3.6,3.4285715,4.3076925
1624,-3.6,4.0,4.3076925
1625,-3.6,0.0,3.6923077
1626,-3.6,0.5714286,3.6923077
1627,-3.6,1.1428572,3.6923077
1628,-3.6,1.7142857,3.6923077
1629,-3.6,2.2857144,3.6923077
1630,-3.6,2.857143,3.6923077
1631,-3.6,3.4285715,3.6923077
1632,-3.6,4.0,3.6923077
1633,-3.6,0.0,3.0769231
1634,-3.6,0.5714286,3.0769231
1635,-3.6,1.1428572,3.0769231
1636,-3.6,1.7142857,3.0769231
1637,-3.6,2.2857144,3.0769231
1638,-3.6,2.857143,3.0769231
1639,-3.6,3.4285715,3.0769231
1640,-3.6,4.0,3.0769231
1641,-3.6,0.0,2.4615386
1642,-3.6,0.5714286,2.4615386
1643,-3.6,1.1428572,2.4615386
1644,-3.6,1.7142857,2.4615386
1645,-3.6,2.2857144,2.4615386
1646,-3.6,2.857143,2.4615386
1647,-3.6,3.4285715,2.4615386
1648,-3.6,4.0,2.4615386
1649,-3.6,0.0,1.8461539
1650,-3.6,0.5714286,1.8461539
1651,-3.6,1.1428572,1.8461539
1652,-3.6,1.7142857,1.8461539
1653,-3.6,2.2857144,1.8461539
1654,-3.6,2.857143,1.8461539
1655,-3.6,3.4285715,1.8461539
1656,-3.6,4.0,1.8461539
1657,-3.6,0.0,1.2307693
1658,-3.6,0.5714286,1.2307693
1659,-3.6,1.1428572,1.2307693
1660,-3.6,1.7142857,1.2307693
1661,-3.6,2.2857144,1.2307693
1662,-3.6,2.857143,1.2307693
1663,-3.6,3.4285715,1.2307693
1664,-3.6,4.0,1.2307693
1665,-3.6,0.0,0.61538464
1666,-3.6,0.5714286,0.61538464
1667,-3.6,1.1428572,0.61538464
1668,-3.6,1.7142857,0.61538464
1669,-3.6,2.2857144,0.61538464
1670,-3.6,2.857143,0.61538464
1671,-3.6,3.4285715,0.61538464
1672,-3.6,4.0,0.61538464
1673,-3.6,0.0,0.0
1674,-3.6,0.5714286,0.0
1675,-3.6,1.1428572,0.0
1676,-3.6,1.7142857,0.0
1677,-3.6,2.2857144,0.0
1678,-3.6,2.857143,0.0
1679,-3.6,3.4285715,0.0
1680,-3.6,4.0,0.0
1681,-3.0,0.0,8.0
1682,-3.0,0.5714286,8.0
1683,-3.0,1.1428572,8.0
1684,-3.0,1.7142857,8.0
1685,-3.0,2.2857144,8.0
1686,-3.0,2.857143,8.0
1687,-3.0,3.4285715,8.0
1688,-3.0,4.0,8.0
1689,-3.0,0.0,7.3846154
1690,-3.0,0.5714286,7.3846154
1691,-3.0,1.1428572,7.3846154
1692,-3.0,1.7142857,7.3846154
1693,-3.0,2.2857144,7.3846154
1694,-3.0,2.857143,7.3846154
1695,-3.0,3.4285715,7.3846154
1696,-3.0,4.0,7.3846154
1697,-3.0,0.0,6.769231
1698,-3.0,0.5714286,6.769231
1699,-3.0,1.1428572,6.769231
1700,-3.0,1.7142857,6.769231
1701,-3.0,2.2857144,6.769231
1702,-3.0,2.857143,6.769231
1703,-3.0,3.4285715,6.769231
1704,-3.0,4.0,6.769231
1705,-3.0,0.0,6.1538463
1706,-3.0,0.5714286,6.1538463
1707,-3.0,1.1428572,6.1538463
1708,-3.0,1.7142857,6.1538463
1709,-3.0,2.2857144,6.1538463
1710,-3.0,2.857143,6.1538463
1711,-3.0,3.4285715,6.1538463
1712,-3.0,4.0,6.1538463
1713,-3.0,0.0,5.5384617
1714,-3.0,0.5714286,5.5384617
1715,-3.0,1.1428572,5.5384617
1716,-3.0,1.7142857,5.5384617
1717,-3.0,2.2857144,5.5384617
1718,-3.0,2.857143,5.5384617
1719,-3.0,3.4285715,5.5384617
1720,-3.0,4.0,5.5384617
1721,-3.0,0.0,4.923077
1722,-3.0,0.5714286,4.923077
1723,-3.0,1.1428572,4.923077
1724,-3.0,1.7142857,4.923077
1725,-3.0,2.2857144,4.923077
1726,-3.0,2.857143,4.923077
1727,-3.0,3.4285715,4.923077
1728,-3.0,4.0,4.923077
1729,-3.0,0.0,4.3076925
1730,-3.0,0.5714286,4.3076925
1731,-3.0,1.1428572,4.3076925
1732,-3.0,1.7142857,4.3076925
1733,-3.0,2.2857144,4.3076925
1734,-3.0,2.857143,4.3076925
1735,-3.0,3.4285715,4.3076925
1736,-3.0,4.0,4.3076925
1737,-3.0,0.0,3.6923077
1738,-3.0,0.5714286,3.6923077
1739,-3.0,1.1428572,3.6923077
1740,-3.0,1.7142857,3.6923077
1741,-3.0,2.2857144,3.6923077
1742,-3.0,2.857143,3.6923077
1743,-3.0,3.4285715,3.6923077
1744,-3.0,4.0,3.6923077
1745,-3.0,0.0,3.0769231
1746,-3.0,0.5714286,3.0769231
1747,-3.0,1.1428572,3.0769231
1748,-3.0,1.7142857,3.0769231
1749,-3.0,2.2857144,3.0769231
1750,-3.0,2.857143,3.0769231
1751,-3.0,3.4285715,3.0769231
1752,-3.0,4.0,3.0769231
1753,-3.0,0.0,2.4615386
1754,-3.0,0.5714286,2.4615386
1755,-3.0,1.1428572,2.4615386
1756,-3.0,1.7142857,2.4615386
1757,-3.0,2.2857144,2.4615386
1758,-3.0,2.857143,2.4615386
1759,-3.0,3.4285715,2.4615386
1760,-3.0,4.0,2.4615386
1761,-3.0,0.0,1.8461539
1762,-3.0,0.5714286,1.8461539
1763,-3.0,1.1428572,1.8461539
1764,-3.0,1.7142857,1.8461539
1765,-3.0,2.2857144,1.8461539
1766,-3.0,2.857143,1.8461539
1767,-3.0,3.4285715,1.8461539
1768,-3.0,4.0,1.8461539
1769,-3.0,0.0,1.2307693
1770,-3.0,0.5714286,1.2307693
1771,-3.0,1.1428572,1.2307693
1772,-3.0,1.7142857,1.2307693
1773,-3.0,2.2857144,1.2307693
1774,-3.0,2.857143,1.2307693
1775,-3.0,3.4285715,1.2307693
1776,-3.0,4.0,1.2307693
1777,-3.0,0.0,0.61538464
1778,-3.0,0.5714286,0.61538464
1779,-3.0,1.1428572,0.61538464
1780,-3.0,1.7142857,0.61538464
1781,-3.0,2.2857144,0.61538464
1782,-3.0,2.857143,0.61538464
1783,-3.0,3.4285715,0.61538464
1784,-3.0,4.0,0.61538464
1785,-3.0,0.0,0.0
1786,-3.0,0.5714286,0.0
1787,-3.0,1.1428572,0.0
1788,-3.0,1.7142857,0.0
1789,-3.0,2.2857144,0.0
1790,-3.0,2.857143,0.0
1791,-3.0,3.4285715,0.0
1792,-3.0,4.0,0.0
1793,-2.4,0.0,8.0
1794,-2.4,0.5714286,8.0
1795,-2.4,1.1428572,8.0
1796,-2.4,1.7142857,8.0
1797,-2.4,2.2857144,8.0
1798,-2.4,2.857143,8.0
1799,-2.4,3.4285715,8.0
1800,-2.4,4.0,8.0
1801,-2.4,0.0,7.3846154
1802,-2.4,0.5714286,7.3846154
1803,-2.4,1.1428572,7.3846154
1804,-2.4,1.7142857,7.3846154
1805,-2.4,2.2857144,7.3846154
1806,-2.4,2.857143,7.3846154
1807,-2.4,3.4285715,7.3846154
1808,-2.4,4.0,7.3846154
1809,-2.4,0.0,6.769231
1810,-2.4,0.5714286,6.769231
1811,-2.4,1.1428572,6.769231
1812,-2.4,1.7142857,6.769231
1813,-2.4,2.2857144,6.769231
1814,-2.4,2.857143,6.769231
1815,-2.4,3.4285715,6.769231
1816,-2.4,4.0,6.769231
1817,-2.4,0.0,6.1538463
1818,-2.4,0.5714286,6.1538463
1819,-2.4,1.1428572,6.1538463
1820,-2.4,1.7142857,6.1538463
1821,-2.4,2.2857144,6.1538463
1822,-2.4,2.857143,6.1538463
1823,-2.4,3.4285715,6.1538463
1824,-2.4,4.0,6.1538463
1825,-2.4,0.0,5.5384617
1826,-2.4,0.5714286,5.5384617
1827,-2.4,1.1428572,5.5384617
1828,-2.4,1.7142857,5.5384617
1829,-2.4,2.2857144,5.5384617
1830,-2.4,2.857143,5.5384617
1831,-2.4,3.4285715,5.5384617
1832,-2.4,4.0,5.5384617
1833,-2.4,0.0,4.923077
1834,-2.4,0.5714286,4.923077
1835,-2.4,1.1428572,4.923077
1836,-2.4,1.7142857,4.923077
1837,-2.4,2.2857144,4.923077
1838,-2.4,2.857143,4.923077
1839,-2.4,3.4285715,4.923077
1840,-2.4,4.0,4.923077
1841,-2.4,0.0,4.3076925
1842,-2.4,0.5714286,4.3076925
1843,-2.4,1.1428572,4.3076925
1844,-2.4,1.7142857,4.3076925
1845,-2.4,2.2857144,4.3076925
1846,-2.4,2.857143,4.3076925
1847,-2.4,3.4285715,4.3076925
1848,-2.4,4.0,4.3076925
1849,-2.4,0.0,3.6923077
1850,-2.4,0.5714286,3.6923077
1851,-2.4,1.1428572,3.6923077
1852,-2.4,1.7142857,3.6923077
1853,-2.4,2.2857144,3.6923077
1854,-2.4,2.857143,3.6923077
1855,-2.4,3.4285715,3.6923077
1856,-2.4,4.0,3.6923077
1857,-2.4,0.0,3.0769231
1858,-2.4,0.5714286,3.0769231
1859,-2.4,1.1428572,3.0769231
1860,-2.4,1.7142857,3.0769231
1861,-2.4,2.2857144,3.0769231
1862,-2.4,2.857143,3.0769231
1863,-2.4,3.4285715,3.0769231
1864,-2.4,4.0,3.0769231
1865,-2.4,0.0,2.4615386
1866,-2.4,0.5714286,2.4615386
1867,-2.4,1.1428572,2.4615386
1868,-2.4,1.7142857,2.4615386
1869,-2.4,2.2857144,2.4615386
1870,-2.4,2.857143,2.4615386
1871,-2.4,3.4285715,2.4615386
1872,-2.4,4.0,2.4615386
1873,-2.4,0.0,1.8461539
1874,-2.4,0.5714286,1.8461539
1875,-2.4,1.1428572,1.8461539
1876,-2.4,1.7142857,1.8461539
1877,-2.4,2.2857144,1.8461539
1878,-2.4,2.857143,1.8461539
1879,-2.4,3.4285715,1.8461539
1880,-2.4,4.0,1.8461539
1881,-2.4,0.0,1.2307693
1882,-2.4,0.5714286,1.2307693
1883,-2.4,1.1428572,1.2307693
1884,-2.4,1.7142857,1.2307693
1885,-2.4,2.2857144,1.2307693
1886,-2.4,2.857143,1.2307693
1887,-2.4,3.4285715,1.2307693
1888,-2.4,4.0,1.2307693
1889,-2.4,0.0,0.61538464
1890,-2.4,0.5714286,0.61538464
1891,-2.4,1.1428572,0.61538464
1892,-2.4,1.7142857,0.61538464
1893,-2.4,2.2857144,0.61538464
1894,-2.4,2.857143,0.61538464
1895,-2.4,3.4285715,0.61538464
1896,-2.4,4.0,0.61538464
1897,-2.4,0.0,0.0
1898,-2.4,0.5714286,0.0
1899,-2.4,1.1428572,0.0
1900,-2.4,1.7142857,0.0
1901,-2.4,2.2857144,0.0
1902,-2.4,2.857143,0.0
1903,-2.4,3.4285715,0.0
1904,-2.4,4.0,0.0
1905,-1.8,0.0,8.0
1906,-1.8,0.5714286,8.0
1907,-1.8,1.1428572,8.0
1908,-1.8,1.7142857,8.0
1909,-1.8,2.2857144,8.0
1910,-1.8,2.857143,8.0
1911,-1.8,3.4285715,8.0
1912,-1.8,4.0,8.0
1913,-1.8,0.0,7.3846154
1914,-1.8,0.5714286,7.3846154
1915,-1.8,1.1428572,7.3846154
1916,-1.8,1.7142857,7.3846154
1917,-1.8,2.2857144,7.3846154
1918,-1.8,2.857143,7.3846154
1919,-1.8,3.4285715,7.3846154
1920,-1.8,4.0,7.3846154
1921,-1.8,0.0,6.769231
1922,-1.8,0.5714286,6.769231
1923,-1.8,1.1428572,6.769231
1924,-1.8,1.7142857,6.769231
1925,-1.8,2.2857144,6.769231
1926,-1.8,2.857143,6.769231
1927,-1.8,3.4285715,6.769231
1928,-1.8,4.0,6.769231
1929,-1.8,0.0,6.1538463
1930,-1.8,0.5714286,6.1538463
1931,-1.8,1.1428572,6.1538463
1932,-1.8,1.7142857,6.1538463
1933,-1.8,2.2857144,6.1538463
1934,-1.8,2.857143,6.1538463
1935,-1.8,3.4285715,6.1538463
1936,-1.8,4.0,6.1538463
1937,-1.8,0.0,5.5384617
1938,-1.8,0.5714286,5.5384617
1939,-1.8,1.1428572,5.5384617
1940,-1.8,1.7142857,5.5384617
1941,-1.8,2.2857144,5.5384617
1942,-1.8,2.857143,5.5384617
1943,-1.8,3.4285715,5.5384617
1944,-1.8,4.0,5.5384617
1945,-1.8,0.0,4.923077
1946,-1.8,0.5714286,4.923077
1947,-1.8,1.1428572,4.923077
1948,-1.8,1.7142857,4.923077
1949,-1.8,2.2857144,4.923077
1950,-1.8,2.857143,4.923077
1951,-1.8,3.4285715,4.923077
1952,-1.8,4.0,4.923077
1953,-1.8,0.0,4.3076925
1954,-1.8,0.5714286,4.3076925
1955,-1.8,1.1428572,4.3076925
1956,-1.8,1.7142857,4.3076925
1957,-1.8,2.2857144,4.3076925
1958,-1.8,2.857143,4.3076925
1959,-1.8,3.4285715,4.3076925
1960,-1.8,4.0,4.3076925
1961,-1.8,0.0,3.6923077
1962,-1.8,0.5714286,3.6923077
1963,-1.8,1.1428572,3.6923077
1964,-1.8,1.7142857,3.6923077
1965,-1.8,2.2857144,3.6923077
1966,-1.8,2.857143,3.6923077
1967,-1.8,3.4285715,3.6923077
1968,-1.8,4.0,3.6923077
1969,-1.8,0.0,3.0769231
1970,-1.8,0.5714286,3.0769231
1971,-1.8,1.1428572,3.0769231
1972,-1.8,1.7142857,3.0769231
1973,-1.8,2.2857144,3.0769231
1974,-1.8,2.857143,3.0769231
1975,-1.8,3.4285715,3.0769231
1976,-1.8,4.0,3.0769231
1977,-1.8,0.0,2.4615386
1978,-1.8,0.5714286,2.4615386
1979,-1.8,1.1428572,2.4615386
1980,-1.8,1.7142857,2.4615386
1981,-1.8,2.2857144,2.4615386
1982,-1.8,2.857143,2.4615386
1983,-1.8,3.4285715,2.4615386
1984,-1.8,4.0,2.4615386
1985,-1.8,0.0,1.8461539
1986,-1.8,0.5714286,1.8461539
1987,-1.8,1.1428572,1.8461539
1988,-1.8,1.7142857,1.8461539
1989,-1.8,2.2857144,1.8461539
1990,-1.8,2.857143,1.8461539
1991,-1.8,3.4285715,1.8461539
1992,-1.8,4.0,1.8461539
1993,-1.8,0.0,1.2307693
1994,-1.8,0.5714286,1.2307693
1995,-1.8,1.1428572,1.2307693
1996,-1.8,1.7142857,1.2307693
1997,-1.8,2.2857144,1.2307693
1998,-1.8,2.857143,1.2307693
1999,-1.8,3.4285715,1.2307693
2000,-1.8,4.0,1.2307693
2001,-1.8,0.0,0.61538464
2002,-1.8,0.5714286,0.61538464
2003,-1.8,1.1428572,0.61538464
2004,-1.8,1.7142857,0.61538464
2005,-1.8,2.2857144,0.61538464
2006,-1.8,2.857143,0.61538464
2007,-1.8,3.4285715,0.61538464
2008,-1.8,4.0,0.61538464
2009,-1.8,0.0,0.0
2010,-1.8,0.5714286,0.0
2011,-1.8,1.1428572,0.0
2012,-1.8,1.7142857,0.0
2013,-1.8,2.2857144,0.0
2014,-1.8,2.857143,0.0
2015,-1.8,3.4285715,0.0
2016,-1.8,4.0,0.0
2017,-1.2,0.0,8.0
2018,-1.2,0.5714286,8.0
2019,-1.2,1.1428572,8.0
2020,-1.2,1.7142857,8.0
2021,-1.2,2.2857144,8.0
2022,-1.2,2.857143,8.0
2023,-1.2,3.4285715,8.0
2024,-1.2,4.0,8.0
2025,-1.2,0.0,7.3846154
2026,-1.2,0.5714286,7.3846154
2027,-1.2,1.1428572,7.3846154
2028,-1.2,1.7142857,7.3846154
2029,-1.2,2.2857144,7.3846154
2030,-1.2,2.857143,7.3846154
2031,-1.2,3.4285715,7.3846154
2032,-1.2,4.0,7.3846154
2033,-1.2,0.0,6.769231
2034,-1.2,0.5714286,6.769231
2035,-1.2,1.1428572,6.769231
2036,-1.2,1.7142857,6.769231
2037,-1.2,2.2857144,6.769231
2038,-1.2,2.857143,6.769231
2039,-1.2,3.4285715,6.769231
2040,-1.2,4.0,6.769231
2041,-1.2,0.0,6.1538463
2042,-1.2,0.5714286,6.1538463
2043,-1.2,1.1428572,6.1538463
2044,-1.2,1.7142857,6.1538463
2045,-1.2,2.2857144,6.1538463
2046,-1.2,2.857143,6.1538463
2047,-1.2,3.4285715,6.1538463
2048,-1.2,4.0,6.1538463
2049,-1.2,0.0,5.5384617
2050,-1.2,0.5714286,5.5384617
2051,-1.2,1.1428572,5.5384617
2052,-1.2,1.7142857,5.5384617
2053,-1.2,2.2857144,5.5384617
2054,-1.2,2.857143,5.5384617
2055,-1.2,3.4285715,5.5384617
2056,-1.2,4.0,5.5384617
2057,-1.2,0.0,4.923077
2058,-1.2,0.5714286,4.923077
2059,-1.2,1.1428572,4.923077
2060,-1.2,1.7142857,4.923077
2061,-1.2,2.2857144,4.923077
2062,-1.2,2.857143,4.923077
2063,-1.2,3.4285715,4.923077
2064,-1.2,4.0,4.923077
2065,-1.2,0.0,4.3076925
2066,-1.2,0.5714286,4.3076925
2067,-1.2,1.1428572,4.3076925
2068,-1.2,1.7142857,4.3076925
2069,-1.2,2.2857144,4.3076925
2070,-1.2,2.857143,4.3076925
2071,-1.2,3.4285715,4.3076925
2072,-1.2,4.0,4.3076925
2073,-1.2,0.0,3.6923077
2074,-1.2,0.5714286,3.6923077
2075,-1.2,1.1428572,3.6923077
2076,-1.2,1.7142857,3.6923077
2077,-1.2,2.2857144,3.6923077
2078,-1.2,2.857143,3.6923077
2079,-1.2,3.4285715,3.6923077
2080,-1.2,4.0,3.6923077
2081,-1.2,0.0,3.0769231
2082,-1.2,0.5714286,3.0769231
2083,-1.2,1.1428572,3.0769231
2084,-1.2,1.7142857,3.0769231
2085,-1.2,2.2857144,3.0769231
2086,-1.2,2.857143,3.0769231
2087,-1.2,3.4285715,3.0769231
2088,-1.2,4.0,3.0769231
2089,-1.2,0.0,2.4615386
2090,-1.2,0.5714286,2.4615386
2091,-1.2,1.1428572,2.4615386
2092,-1.2,1.7142857,2.4615386
2093,-1.2,2.2857144,2.4615386
2094,-1.2,2.857143,2.4615386
2095,-1.2,3.4285715,2.4615386
2096,-1.2,4.0,2.4615386
2097,-1.2,0.0,1.8461539
2098,-1.2,0.5714286,1.8461539
2099,-1.2,1.1428572,1.8461539
2100,-1.2,1.7142857,1.8461539
2101,-1.2,2.2857144,1.8461539
2102,-1.2,2.857143,1.8461539
2103,-1.2,3.4285715,1.8461539
2104,-1.2,4.0,1.8461539
2105,-1.2,0.0,1.2307693
2106,-1.2,0.5714286,1.2307693
2107,-1.2,1.1428572,1.2307693
2108,-1.2,1.7142857,1.2307693
2109,-1.2,2.2857144,1.2307693
2110,-1.2,2.857143,1.2307693
2111,-1.2,3.4285715,1.2307693
2112,-1.2,4.0,1.2307693
2113,-1.2,0.0,0.61538464
2114,-1.2,0.5714286,0.61538464
2115,-1.2,1.1428572,0.61538464
2116,-1.2,1.7142857,0.61538464
2117,-1.2,2.2857144,0.61538464
2118,-1.2,2.857143,0.61538464
2119,-1.2,3.4285715,0.61538464
2120,-1.2,4.0,0.61538464
2121,-1.2,0.0,0.0
2122,-1.2,0.5714286,0.0
2123,-1.2,1.1428572,0.0
2124,-1.2,1.7142857,0.0
2125,-1.2,2.2857144,0.0
2126,-1.2,2.857143,0.0
2127,-1.2,3.4285715,0.0
2128,-1.2,4.0,0.0
2129,-0.6,0.0,8.0
2130,-0.6,0.5714286,8.0
2131,-0.6,1.1428572,8.0
2132,-0.6,1.7142857,8.0
2133,-0.6,2.2857144,8.0
2134,-0.6,2.857143,8.0
2135,-0.6,3.4285715,8.0
2136,-0.6,4.0,8.0
2137,-0.6,0.0,7.3846154
2138,-0.6,0.5714286,7.3846154
2139,-0.6,1.1428572,7.3846154
2140,-0.6,1.7142857,7.3846154
2141,-0.6,2.2857144,7.3846154
2142,-0.6,2.857143,7.3846154
2143,-0.6,3.4285715,7.3846154
2144,-0.6,4.0,7.3846154
2145,-0.6,0.0,6.769231
2146,-0.6,0.5714286,6.769231
2147,-0.6,1.1428572,6.769231
2148,-0.6,1.7142857,6.769231
2149,-0.6,2.2857144,6.769231
2150,-0.6,2.857143,6.769231
2151,-0.6,3.4285715,6.769231
2152,-0.6,4.0,6.769231
2153,-0.6,0.0,6.1538463
2154,-0.6,0.5714286,6.1538463
2155,-0.6,1.1428572,6.1538463
2156,-0.6,1.7142857,6.1538463
2157,-0.6,2.2857144,6.1538463
2158,-0.6,2.857143,6.1538463
2159,-0.6,3.4285715,6.1538463
2160,-0.6,4.0,6.1538463
2161,-0.6,0.0,5.5384617
2162,-0.6,0.5714286,5.5384617
2163,-0.6,1.1428572,5.5384617
2164,-0.6,1.7142857,5.5384617
2165,-0.6,2.2857144,5.5384617
2166,-0.6,2.857143,5.5384617
2167,-0.6,3.4285715,5.5384617
2168,-0.6,4.0,5.5384617
2169,-0.6,0.0,4.923077
2170,-0.6,0.5714286,4.923077
2171,-0.6,1.1428572,4.923077
2172,-0.6,1.7142857,4.923077
2173,-0.6,2.2857144,4.923077
2174,-0.6,2.857143,4.923077
2175,-0.6,3.4285715,4.923077
2176,-0.6,4.0,4.923077
2177,-0.6,0.0,4.3076925
2178,-0.6,0.5714286,4.3076925
2179,-0.6,1.1428572,4.3076925
2180,-0.6,1.7142857,4.3076925
2181,-0.6,2.2857144,4.3076925
2182,-0.6,2.857143,4.3076925
2183,-0.6,3.4285715,4.3076925
2184,-0.6,4.0,4.3076925
2185,-0.6,0.0,3.6923077
2186,-0.6,0.5714286,3.6923077
2187,-0.6,1.1428572,3.6923077
2188,-0.6,1.7142857,3.6923077
2189,-0.6,2.2857144,3.6923077
2190,-0.6,2.857143,3.6923077
2191,-0.6,3.4285715,3.6923077
2192,-0.6,4.0,3.6923077
2193,-0.6,0.0,3.0769231
2194,-0.6,0.5714286,3.0769231
2195,-0.6,1.1428572,3.0769231
2196,-0.6,1.7142857,3.0769231
2197,-0.6,2.2857144,3.0769231
2198,-0.6,2.857143,3.0769231
2199,-0.6,3.4285715,3.0769231
2200,-0.6,4.0,3.0769231
2201,-0.6,0.0,2.4615386
2202,-0.6,0.5714286,2.4615386
2203,-0.6,1.1428572,2.4615386
2204,-0.6,1.7142857,2.4615386
2205,-0.6,2.2857144,2.4615386
2206,-0.6,2.857143,2.4615386
2207,-0.6,3.4285715,2.4615386
2208,-0.6,4.0,2.4615386
2209,-0.6,0.0,1.8461539
2210,-0.6,0.5714286,1.8461539
2211,-0.6,1.1428572,1.8461539
2212,-0.6,1.7142857,1.8461539
2213,-0.6,2.2857144,1.8461539
2214,-0.6,2.857143,1.8461539
2215,-0.6,3.4285715,1.8461539
2216,-0.6,4.0,1.8461539
2217,-0.6,0.0,1.2307693
2218,-0.6,0.5714286,1.2307693
2219,-0.6,1.1428572,1.2307693
2220,-0.6,1.7142857,1.2307693
2221,-0.6,2.2857144,1.2307693
2222,-0.6,2.857143,1.2307693
2223,-0.6,3.4285715,1.2307693
2224,-0.6,4.0,1.2307693
2225,-0.6,0.0,0.61538464
2226,-0.6,0.5714286,0.61538464
2227,-0.6,1.1428572,0.61538464
2228,-0.6,1.7142857,0.61538464
2229,-0.6,2.2857144,0.61538464
2230,-0.6,2.857143,0.61538464
2231,-0.6,3.4285715,0.61538464
2232,-0.6,4.0,0.61538464
2233,-0.6,0.0,0.0
2234,-0.6,0.5714286,0.0
2235,-0.6,1.1428572,0.0
2236,-0.6,1.7142857,0.0
2237,-0.6,2.2857144,0.0
2238,-0.6,2.857143,0.0
2239,-0.6,3.4285715,0.0
2240,-0.6,4.0,0.0
2241,0.0,0.0,8.0
2242,0.0,0.5714286,8.0
2243,0.0,1.1428572,8.0
2244,0.0,1.7142857,8.0
2245,0.0,2.2857144,8.0
2246,0.0,2.857143,8.0
2247,0.0,3.4285715,8.0
2248,0.0,4.0,8.0
2249,0.0,0.0,7.3846154
2250,0.0,0.5714286,7.3846154
2251,0.0,1.1428572,7.3846154
2252,0.0,1.7142857,7.3846154
2253,0.0,2.2857144,7.3846154
2254,0.0,2.857143,7.3846154
2255,0.0,3.4285715,7.3846154
2256,0.0,4.0,7.3846154
2257,0.0,0.0,6.769231
2258,0.0,0.5714286,6.769231
2259,0.0,1.1428572,6.769231
2260,0.0,1.7142857,6.769231
2261,0.0,2.2857144,6.769231
