NodeLabel,X_mm,Y_mm,Z_mm
773,-8.4,2.2857144,0.61538464
774,-8.4,2.857143,0.61538464
775,-8.4,3.4285715,0.61538464
776,-8.4,4.0,0.61538464
777,-8.4,0.0,0.0
778,-8.4,0.5714286,0.0
779,-8.4,1.1428572,0.0
780,-8.4,1.7142857,0.0
781,-8.4,2.2857144,0.0
782,-8.4,2.857143,0.0
783,-8.4,3.4285715,0.0
784,-8.4,4.0,0.0
785,-7.8,0.0,8.0
786,-7.8,0.5714286,8.0
787,-7.8,1.1428572,8.0
788,-7.8,1.7142857,8.0
789,-7.8,2.2857144,8.0
790,-7.8,2.857143,8.0
791,-7.8,3.4285715,8.0
792,-7.8,4.0,8.0
793,-7.8,0.0,7.3846154
794,-7.8,0.5714286,7.3846154
795,-7.8,1.1428572,7.3846154
796,-7.8,1.7142857,7.3846154
797,-7.8,2.2857144,7.3846154
798,-7.8,2.857143,7.3846154
799,-7.8,3.4285715,7.3846154
800,-7.8,4.0,7.3846154
801,-7.8,0.0,6.769231
802,-7.8,0.5714286,6.769231
803,-7.8,1.1428572,6.769231
804,-7.8,1.7142857,6.769231
805,-7.8,2.2857144,6.769231
806,-7.8,2.857143,6.769231
807,-7.8,3.4285715,6.769231
808,-7.8,4.0,6.769231
809,-7.8,0.0,6.1538463
810,-7.8,0.5714286,6.1538463
811,-7.8,1.1428572,6.1538463
812,-7.8,1.7142857,6.1538463
813,-7.8,2.2857144,6.1538463
814,-7.8,2.857143,6.1538463
815,-7.8,3.4285715,6.1538463
816,-7.8,4.0,6.1538463
817,-7.8,0.0,5.5384617
818,-7.8,0.5714286,5.5384617
819,-7.8,1.1428572,5.5384617
820,-7.8,1.7142857,5.5384617
821,-7.8,2.2857144,5.5384617
822,-7.8,2.857143,5.5384617
823,-7.8,3.4285715,5.5384617
824,-7.8,4.0,5.5384617
825,-7.8,0.0,4.923077
826,-7.8,0.5714286,4.923077
827,-7.8,1.1428572,4.923077
828,-7.8,1.7142857,4.923077
829,-7.8,2.2857144,4.923077
830,-7.8,2.857143,4.923077
831,-7.8,3.4285715,4.923077
832,-7.8,4.0,4.923077
833,-7.8,0.0,4.3076925
834,-7.8,0.5714286,4.3076925
835,-7.8,1.1428572,4.3076925
836,-7.8,1.7142857,4.3076925
837,-7.8,2.2857144,4.3076925
838,-7.8,2.857143,4.3076925
839,-7.8,3.4285715,4.3076925
840,-7.8,4.0,4.3076925
841,-7.8,0.0,3.6923077
842,-7.8,0.5714286,3.6923077
843,-7.8,1.1428572,3.6923077
844,-7.8,1.7142857,3.6923077
845,-7.8,2.2857144,3.6923077
846,-7.8,2.857143,3.6923077
847,-7.8,3.4285715,3.6923077
848,-7.8,4.0,3.6923077
849,-7.8,0.0,3.0769231
850,-7.8,0.5714286,3.0769231
851,-7.8,1.1428572,3.0769231
852,-7.8,1.7142857,3.0769231
853,-7.8,2.2857144,3.0769231
854,-7.8,2.857143,3.0769231
855,-7.8,3.4285715,3.0769231
856,-7.8,4.0,3.0769231
857,-7.8,0.0,2.4615386
858,-7.8,0.5714286,2.4615386
859,-7.8,1.1428572,2.4615386
860,-7.8,1.7142857,2.4615386
861,-7.8,2.2857144,2.4615386
862,-7.8,2.857143,2.4615386
863,-7.8,3.4285715,2.4615386
864,-7.8,4.0,2.4615386
865,-7.8,0.0,1.8461539
866,-7.8,0.5714286,1.8461539
867,-7.8,1.1428572,1.8461539
868,-7.8,1.7142857,1.8461539
869,-7.8,2.2857144,1.8461539
870,-7.8,2.857143,1.8461539
871,-7.8,3.4285715,1.8461539
872,-7.8,4.0,1.8461539
873,-7.8,0.0,1.2307693
874,-7.8,0.5714286,1.2307693
875,-7.8,1.1428572,1.2307693
876,-7.8,1.7142857,1.2307693
877,-7.8,2.2857144,1.2307693
878,-7.8,2.857143,1.2307693
879,-7.8,3.4285715,1.2307693
880,-7.8,4.0,1.2307693
881,-7.8,0.0,0.61538464
882,-7.8,0.5714286,0.61538464
883,-7.8,1.1428572,0.61538464
884,-7.8,1.7142857,0.61538464
885,-7.8,2.2857144,0.61538464
886,-7.8,2.857143,0.61538464
887,-7.8,3.4285715,0.61538464
888,-7.8,4.0,0.61538464
889,-7.8,0.0,0.0
890,-7.8,0.5714286,0.0
891,-7.8,1.1428572,0.0
892,-7.8,1.7142857,0.0
893,-7.8,2.2857144,0.0
894,-7.8,2.857143,0.0
895,-7.8,3.4285715,0.0
896,-7.8,4.0,0.0
897,-7.2,0.0,8.0
898,-7.2,0.5714286,8.0
899,-7.2,1.1428572,8.0
900,-7.2,1.7142857,8.0
901,-7.2,2.2857144,8.0
902,-7.2,2.857143,8.0
903,-7.2,3.4285715,8.0
904,-7.2,4.0,8.0
905,-7.2,0.0,7.3846154
906,-7.2,0.5714286,7.3846154
907,-7.2,1.1428572,7.3846154
908,-7.2,1.7142857,7.3846154
909,-7.2,2.2857144,7.3846154
910,-7.2,2.857143,7.3846154
911,-7.2,3.4285715,7.3846154
912,-7.2,4.0,7.3846154
913,-7.2,0.0,6.769231
914,-7.2,0.5714286,6.769231
915,-7.2,1.1428572,6.769231
916,-7.2,1.7142857,6.769231
917,-7.2,2.2857144,6.769231
918,-7.2,2.857143,6.769231
919,-7.2,3.4285715,6.769231
920,-7.2,4.0,6.769231
921,-7.2,0.0,6.1538463
922,-7.2,0.5714286,6.1538463
923,-7.2,1.1428572,6.1538463
924,-7.2,1.7142857,6.1538463
925,-7.2,2.2857144,6.1538463
926,-7.2,2.857143,6.1538463
927,-7.2,3.4285715,6.1538463
928,-7.2,4.0,6.1538463
929,-7.2,0.0,5.5384617
930,-7.2,0.5714286,5.5384617
931,-7.2,1.1428572,5.5384617
932,-7.2,1.7142857,5.5384617
933,-7.2,2.2857144,5.5384617
934,-7.2,2.857143,5.5384617
935,-7.2,3.4285715,5.5384617
936,-7.2,4.0,5.5384617
937,-7.2,0.0,4.923077
938,-7.2,0.5714286,4.923077
939,-7.2,1.1428572,4.923077
940,-7.2,1.7142857,4.923077
941,-7.2,2.2857144,4.923077
942,-7.2,2.857143,4.923077
943,-7.2,3.4285715,4.923077
944,-7.2,4.0,4.923077
945,-7.2,0.0,4.3076925
946,-7.2,0.5714286,4.3076925
947,-7.2,1.1428572,4.3076925
948,-7.2,1.7142857,4.3076925
949,-7.2,2.2857144,4.3076925
950,-7.2,2.857143,4.3076925
951,-7.2,3.4285715,4.3076925
952,-7.2,4.0,4.3076925
953,-7.2,0.0,3.6923077
954,-7.2,0.5714286,3.6923077
955,-7.2,1.1428572,3.6923077
956,-7.2,1.7142857,3.6923077
957,-7.2,2.2857144,3.6923077
958,-7.2,2.857143,3.6923077
959,-7.2,3.4285715,3.6923077
960,-7.2,4.0,3.6923077
961,-7.2,0.0,3.0769231
962,-7.2,0.5714286,3.0769231
963,-7.2,1.1428572,3.0769231
964,-7.2,1.7142857,3.0769231
965,-7.2,2.2857144,3.0769231
966,-7.2,2.857143,3.0769231
967,-7.2,3.4285715,3.0769231
968,-7.2,4.0,3.0769231
969,-7.2,0.0,2.4615386
970,-7.2,0.5714286,2.4615386
971,-7.2,1.1428572,2.4615386
972,-7.2,1.7142857,2.4615386
973,-7.2,2.2857144,2.4615386
974,-7.2,2.857143,2.4615386
975,-7.2,3.4285715,2.4615386
976,-7.2,4.0,2.4615386
977,-7.2,0.0,1.8461539
978,-7.2,0.5714286,1.8461539
979,-7.2,1.1428572,1.8461539
980,-7.2,1.7142857,1.8461539
981,-7.2,2.2857144,1.8461539
982,-7.2,2.857143,1.8461539
983,-7.2,3.4285715,1.8461539
984,-7.2,4.0,1.8461539
985,-7.2,0.0,1.2307693
986,-7.2,0.5714286,1.2307693
987,-7.2,1.1428572,1.2307693
988,-7.2,1.7142857,1.2307693
989,-7.2,2.2857144,1.2307693
990,-7.2,2.857143,1.2307693
991,-7.2,3.4285715,1.2307693
992,-7.2,4.0,1.2307693
993,-7.2,0.0,0.61538464
994,-7.2,0.5714286,0.61538464
995,-7.2,1.1428572,0.61538464
996,-7.2,1.7142857,0.61538464
997,-7.2,2.2857144,0.61538464
998,-7.2,2.857143,0.61538464
999,-7.2,3.4285715,0.61538464
1000,-7.2,4.0,0.61538464
1001,-7.2,0.0,0.0
1002,-7.2,0.5714286,0.0
1003,-7.2,1.1428572,0.0
1004,-7.2,1.7142857,0.0
1005,-7.2,2.2857144,0.0
1006,-7.2,2.857143,0.0
1007,-7.2,3.4285715,0.0
1008,-7.2,4.0,0.0
1009,-6.6,0.0,8.0
1010,-6.6,0.5714286,8.0
1011,-6.6,1.1428572,8.0
1012,-6.6,1.7142857,8.0
1013,-6.6,2.2857144,8.0
1014,-6.6,2.857143,8.0
1015,-6.6,3.4285715,8.0
1016,-6.6,4.0,8.0
1017,-6.6,0.0,7.3846154
1018,-6.6,0.5714286,7.3846154
1019,-6.6,1.1428572,7.3846154
1020,-6.6,1.7142857,7.3846154
1021,-6.6,2.2857144,7.3846154
1022,-6.6,2.857143,7.3846154
1023,-6.6,3.4285715,7.3846154
1024,-6.6,4.0,7.3846154
1025,-6.6,0.0,6.769231
1026,-6.6,0.5714286,6.769231
1027,-6.6,1.1428572,6.769231
1028,-6.6,1.7142857,6.769231
1029,-6.6,2.2857144,6.769231
1030,-6.6,2.857143,6.769231
1031,-6.6,3.4285715,6.769231
1032,-6.6,4.0,6.769231
1033,-6.6,0.0,6.1538463
1034,-6.6,0.5714286,6.1538463
1035,-6.6,1.1428572,6.1538463
1036,-6.6,1.7142857,6.1538463
1037,-6.6,2.2857144,6.1538463
1038,-6.6,2.857143,6.1538463
1039,-6.6,3.4285715,6.1538463
1040,-6.6,4.0,6.1538463
1041,-6.6,0.0,5.5384617
1042,-6.6,0.5714286,5.5384617
1043,-6.6,1.1428572,5.5384617
1044,-6.6,1.7142857,5.5384617
1045,-6.6,2.2857144,5.5384617
1046,-6.6,2.857143,5.5384617
1047,-6.6,3.4285715,5.5384617
1048,-6.6,4.0,5.5384617
1049,-6.6,0.0,4.923077
1050,-6.6,0.5714286,4.923077
1051,-6.6,1.1428572,4.923077
1052,-6.6,1.7142857,4.923077
1053,-6.6,2.2857144,4.923077
1054,-6.6,2.857143,4.923077
1055,-6.6,3.4285715,4.923077
1056,-6.6,4.0,4.923077
1057,-6.6,0.0,4.3076925
1058,-6.6,0.5714286,4.3076925
1059,-6.6,1.1428572,4.3076925
1060,-6.6,1.7142857,4.3076925
1061,-6.6,2.2857144,4.3076925
1062,-6.6,2.857143,4.3076925
1063,-6.6,3.4285715,4.3076925
1064,-6.6,4.0,4.3076925
1065,-6.6,0.0,3.6923077
1066,-6.6,0.5714286,3.6923077
1067,-6.6,1.1428572,3.6923077
1068,-6.6,1.7142857,3.6923077
1069,-6.6,2.2857144,3.6923077
1070,-6.6,2.857143,3.6923077
1071,-6.6,3.4285715,3.6923077
1072,-6.6,4.0,3.6923077
1073,-6.6,0.0,3.0769231
1074,-6.6,0.5714286,3.0769231
1075,-6.6,1.1428572,3.0769231
1076,-6.6,1.7142857,3.0769231
1077,-6.6,2.2857144,3.0769231
1078,-6.6,2.857143,3.0769231
1079,-6.6,3.4285715,3.0769231
1080,-6.6,4.0,3.0769231
1081,-6.6,0.0,2.4615386
1082,-6.6,0.5714286,2.4615386
1083,-6.6,1.1428572,2.4615386
1084,-6.6,1.7142857,2.4615386
1085,-6.6,2.2857144,2.4615386
1086,-6.6,2.857143,2.4615386
1087,-6.6,3.4285715,2.4615386
1088,-6.6,4.0,2.4615386
1089,-6.6,0.0,1.8461539
1090,-6.6,0.5714286,1.8461539
1091,-6.6,1.1428572,1.8461539
1092,-6.6,1.7142857,1.8461539
1093,-6.6,2.2857144,1.8461539
1094,-6.6,2.857143,1.8461539
1095,-6.6,3.4285715,1.8461539
1096,-6.6,4.0,1.8461539
1097,-6.6,0.0,1.2307693
1098,-6.6,0.5714286,1.2307693
1099,-6.6,1.1428572,1.2307693
1100,-6.6,1.7142857,1.2307693
1101,-6.6,2.2857144,1.2307693
1102,-6.6,2.857143,1.2307693
1103,-6.6,3.4285715,1.2307693
1104,-6.6,4.0,1.2307693
1105,-6.6,0.0,0.61538464
1106,-6.6,0.5714286,0.61538464
1107,-6.6,1.1428572,0.61538464
1108,-6.6,1.7142857,0.61538464
1109,-6.6,2.2857144,0.61538464
1110,-6.6,2.857143,0.61538464
1111,-6.6,3.4285715,0.61538464
1112,-6.6,4.0,0.61538464
1113,-6.6,0.0,0.0
1114,-6.6,0.5714286,0.0
1115,-6.6,1.1428572,0.0
1116,-6.6,1.7142857,0.0
1117,-6.6,2.2857144,0.0
1118,-6.6,2.857143,0.0
1119,-6.6,3.4285715,0.0
1120,-6.6,4.0,0.0
1121,-6.0,0.0,8.0
1122,-6.0,0.5714286,8.0
1123,-6.0,1.1428572,8.0
1124,-6.0,1.7142857,8.0
1125,-6.0,2.2857144,8.0
1126,-6.0,2.857143,8.0
1127,-6.0,3.4285715,8.0
1128,-6.0,4.0,8.0
1129,-6.0,0.0,7.3846154
1130,-6.0,0.5714286,7.3846154
1131,-6.0,1.1428572,7.3846154
1132,-6.0,1.7142857,7.3846154
1133,-6.0,2.2857144,7.3846154
1134,-6.0,2.857143,7.3846154
1135,-6.0,3.4285715,7.3846154
1136,-6.0,4.0,7.3846154
1137,-6.0,0.0,6.769231
1138,-6.0,0.5714286,6.769231
1139,-6.0,1.1428572,6.769231
1140,-6.0,1.7142857,6.769231
1141,-6.0,2.2857144,6.769231
1142,-6.0,2.857143,6.769231
1143,-6.0,3.4285715,6.769231
1144,-6.0,4.0,6.769231
1145,-6.0,0.0,6.1538463
1146,-6.0,0.5714286,6.1538463
1147,-6.0,1.1428572,6.1538463
1148,-6.0,1.7142857,6.1538463
1149,-6.0,2.2857144,6.1538463
1150,-6.0,2.857143,6.1538463
1151,-6.0,3.4285715,6.1538463
1152,-6.0,4.0,6.1538463
1153,-6.0,0.0,5.5384617
1154,-6.0,0.5714286,5.5384617
1155,-6.0,1.1428572,5.5384617
1156,-6.0,1.7142857,5.5384617
1157,-6.0,2.2857144,5.5384617
1158,-6.0,2.857143,5.5384617
1159,-6.0,3.4285715,5.5384617
1160,-6.0,4.0,5.5384617
1161,-6.0,0.0,4.923077
1162,-6.0,0.5714286,4.923077
1163,-6.0,1.1428572,4.923077
1164,-6.0,1.7142857,4.923077
1165,-6.0,2.2857144,4.923077
1166,-6.0,2.857143,4.923077
1167,-6.0,3.4285715,4.923077
1168,-6.0,4.0,4.923077
1169,-6.0,0.0,4.3076925
1170,-6.0,0.5714286,4.3076925
1171,-6.0,1.1428572,4.3076925
1172,-6.0,1.7142857,4.3076925
1173,-6.0,2.2857144,4.3076925
1174,-6.0,2.857143,4.3076925
1175,-6.0,3.4285715,4.3076925
1176,-6.0,4.0,4.3076925
1177,-6.0,0.0,3.6923077
1178,-6.0,0.5714286,3.6923077
1179,-6.0,1.1428572,3.6923077
1180,-6.0,1.7142857,3.6923077
1181,-6.0,2.2857144,3.6923077
1182,-6.0,2.857143,3.6923077
1183,-6.0,3.4285715,3.6923077
1184,-6.0,4.0,3.6923077
1185,-6.0,0.0,3.0769231
1186,-6.0,0.5714286,3.0769231
1187,-6.0,1.1428572,3.0769231
1188,-6.0,1.7142857,3.0769231
1189,-6.0,2.2857144,3.0769231
1190,-6.0,2.857143,3.0769231
1191,-6.0,3.4285715,3.0769231
1192,-6.0,4.0,3.0769231
1193,-6.0,0.0,2.4615386
1194,-6.0,0.5714286,2.4615386
1195,-6.0,1.1428572,2.4615386
1196,-6.0,1.7142857,2.4615386
1197,-6.0,2.2857144,2.4615386
1198,-6.0,2.857143,2.4615386
1199,-6.0,3.4285715,2.4615386
1200,-6.0,4.0,2.4615386
1201,-6.0,0.0,1.8461539
1202,-6.0,0.5714286,1.8461539
1203,-6.0,1.1428572,1.8461539
1204,-6.0,1.7142857,1.8461539
1205,-6.0,2.2857144,1.8461539
1206,-6.0,2.857143,1.8461539
1207,-6.0,3.4285715,1.8461539
1208,-6.0,4.0,1.8461539
1209,-6.0,0.0,1.2307693
1210,-6.0,0.5714286,1.2307693
1211,-6.0,1.1428572,1.2307693
1212,-6.0,1.7142857,1.2307693
1213,-6.0,2.2857144,1.2307693
1214,-6.0,2.857143,1.2307693
1215,-6.0,3.4285715,1.2307693
1216,-6.0,4.0,1.2307693
1217,-6.0,0.0,0.61538464
1218,-6.0,0.5714286,0.61538464
1219,-6.0,1.1428572,0.61538464
1220,-6.0,1.7142857,0.61538464
1221,-6.0,2.2857144,0.61538464
1222,-6.0,2.857143,0.61538464
1223,-6.0,3.4285715,0.61538464
1224,-6.0,4.0,0.61538464
1225,-6.0,0.0,0.0
1226,-6.0,0.5714286,0.0
1227,-6.0,1.1428572,0.0
1228,-6.0,1.7142857,0.0
1229,-6.0,2.2857144,0.0
1230,-6.0,2.857143,0.0
1231,-6.0,3.4285715,0.0
1232,-6.0,4.0,0.0
1233,-5.4,0.0,8.0
1234,-5.4,0.5714286,8.0
1235,-5.4,1.1428572,8.0
1236,-5.4,1.7142857,8.0
1237,-5.4,2.2857144,8.0
1238,-5.4,2.857143,8.0
1239,-5.4,3.4285715,8.0
1240,-5.4,4.0,8.0
1241,-5.4,0.0,7.3846154
1242,-5.4,0.5714286,7.3846154
1243,-5.4,1.1428572,7.3846154
1244,-5.4,1.7142857,7.3846154
1245,-5.4,2.2857144,7.3846154
1246,-5.4,2.857143,7.3846154
1247,-5.4,3.4285715,7.3846154
1248,-5.4,4.0,7.3846154
1249,-5.4,0.0,6.769231
1250,-5.4,0.5714286,6.769231
1251,-5.4,1.1428572,6.769231
1252,-5.4,1.7142857,6.769231
1253,-5.4,2.2857144,6.769231
1254,-5.4,2.857143,6.769231
1255,-5.4,3.4285715,6.769231
1256,-5.4,4.0,6.769231
1257,-5.4,0.0,6.1538463
1258,-5.4,0.5714286,6.1538463
1259,-5.4,1.1428572,6.1538463
1260,-5.4,1.7142857,6.1538463
1261,-5.4,2.2857144,6.1538463
1262,-5.4,2.857143,6.1538463
1263,-5.4,3.4285715,6.1538463
1264,-5.4,4.0,6.1538463
1265,-5.4,0.0,5.5384617
1266,-5.4,0.5714286,5.5384617
1267,-5.4,1.1428572,5.5384617
1268,-5.4,1.7142857,5.5384617
1269,-5.4,2.2857144,5.5384617
1270,-5.4,2.857143,5.5384617
1271,-5.4,3.4285715,5.5384617
1272,-5.4,4.0,5.5384617
1273,-5.4,0.0,4.923077
1274,-5.4,0.5714286,4.923077
1275,-5.4,1.1428572,4.923077
1276,-5.4,1.7142857,4.923077
1277,-5.4,2.2857144,4.923077
1278,-5.4,2.857143,4.923077
1279,-5.4,3.4285715,4.923077
1280,-5.4,4.0,4.923077
1281,-5.4,0.0,4.3076925
1282,-5.4,0.5714286,4.3076925
1283,-5.4,1.1428572,4.3076925
1284,-5.4,1.7142857,4.3076925
1285,-5.4,2.2857144,4.3076925
1286,-5.4,2.857143,4.3076925
1287,-5.4,3.4285715,4.3076925
1288,-5.4,4.0,4.3076925
1289,-5.4,0.0,3.6923077
1290,-5.4,0.5714286,3.6923077
1291,-5.4,1.1428572,3.6923077
1292,-5.4,1.7142857,3.6923077
1293,-5.4,2.2857144,3.6923077
1294,-5.4,2.857143,3.6923077
1295,-5.4,3.4285715,3.6923077
1296,-5.4,4.0,3.6923077
1297,-5.4,0.0,3.0769231
1298,-5.4,0.5714286,3.0769231
1299,-5.4,1.1428572,3.0769231
1300,-5.4,1.7142857,3.0769231
1301,-5.4,2.2857144,3.0769231
1302,-5.4,2.857143,3.0769231
1303,-5.4,3.4285715,3.0769231
1304,-5.4,4.0,3.0769231
1305,-5.4,0.0,2.4615386
1306,-5.4,0.5714286,2.4615386
1307,-5.4,1.1428572,2.4615386
1308,-5.4,1.7142857,2.4615386
1309,-5.4,2.2857144,2.4615386
1310,-5.4,2.857143,2.4615386
1311,-5.4,3.4285715,2.4615386
1312,-5.4,4.0,2.4615386
1313,-5.4,0.0,1.8461539
1314,-5.4,0.5714286,1.8461539
1315,-5.4,1.1428572,1.8461539
1316,-5.4,1.7142857,1.8461539
1317,-5.4,2.2857144,1.8461539
1318,-5.4,2.857143,1.8461539
1319,-5.4,3.4285715,1.8461539
1320,-5.4,4.0,1.8461539
1321,-5.4,0.0,1.2307693
1322,-5.4,0.5714286,1.2307693
1323,-5.4,1.1428572,1.2307693
1324,-5.4,1.7142857,1.2307693
1325,-5.4,2.2857144,1.2307693
1326,-5.4,2.857143,1.2307693
1327,-5.4,3.4285715,1.2307693
1328,-5.4,4.0,1.2307693
1329,-5.4,0.0,0.61538464
1330,-5.4,0.5714286,0.61538464
1331,-5.4,1.1428572,0.61538464
1332,-5.4,1.7142857,0.61538464
1333,-5.4,2.2857144,0.61538464
1334,-5.4,2.857143,0.61538464
1335,-5.4,3.4285715,0.61538464
1336,-5.4,4.0,0.61538464
1337,-5.4,0.0,0.0
1338,-5.4,0.5714286,0.0
1339,-5.4,1.1428572,0.0
1340,-5.4,1.7142857,0.0
1341,-5.4,2.2857144,0.0
1342,-5.4,2.857143,0.0
1343,-5.4,3.4285715,0.0
1344,-5.4,4.0,0.0
1345,-4.8,0.0,8.0
1346,-4.8,0.5714286,8.0
1347,-4.8,1.1428572,8.0
1348,-4.8,1.7142857,8.0
1349,-4.8,2.2857144,8.0
1350,-4.8,2.857143,8.0
1351,-4.8,3.4285715,8.0
1352,-4.8,4.0,8.0
1353,-4.8,0.0,7.3846154
1354,-4.8,0.5714286,7.3846154
1355,-4.8,1.1428572,7.3846154
1356,-4.8,1.7142857,7.3846154
1357,-4.8,2.2857144,7.3846154
1358,-4.8,2.857143,7.3846154
1359,-4.8,3.4285715,7.3846154
1360,-4.8,4.0,7.3846154
1361,-4.8,0.0,6.769231
1362,-4.8,0.5714286,6.769231
1363,-4.8,1.1428572,6.769231
1364,-4.8,1.7142857,6.769231
1365,-4.8,2.2857144,6.769231
1366,-4.8,2.857143,6.769231
1367,-4.8,3.4285715,6.769231
1368,-4.8,4.0,6.769231
1369,-4.8,0.0,6.1538463
1370,-4.8,0.5714286,6.1538463
1371,-4.8,1.1428572,6.1538463
1372,-4.8,1.7142857,6.1538463
1373,-4.8,2.2857144,6.1538463
1374,-4.8,2.857143,6.1538463
1375,-4.8,3.4285715,6.1538463
1376,-4.8,4.0,6.1538463
1377,-4.8,0.0,5.5384617
1378,-4.8,0.5714286,5.5384617
1379,-4.8,1.1428572,5.5384617
1380,-4.8,1.7142857,5.5384617
1381,-4.8,2.2857144,5.5384617
1382,-4.8,2.857143,5.5384617
1383,-4.8,3.4285715,5.5384617
1384,-4.8,4.0,5.5384617
1385,-4.8,0.0,4.923077
1386,-4.8,0.5714286,4.923077
1387,-4.8,1.1428572,4.923077
1388,-4.8,1.7142857,4.923077
1389,-4.8,2.2857144,4.923077
1390,-4.8,2.857143,4.923077
1391,-4.8,3.4285715,4.923077
1392,-4.8,4.0,4.923077
1393,-4.8,0.0,4.3076925
1394,-4.8,0.5714286,4.3076925
1395,-4.8,1.1428572,4.3076925
1396,-4.8,1.7142857,4.3076925
1397,-4.8,2.2857144,4.3076925
1398,-4.8,2.857143,4.3076925
1399,-4.8,3.4285715,4.3076925
1400,-4.8,4.0,4.3076925
1401,-4.8,0.0,3.6923077
1402,-4.8,0.5714286,3.6923077
1403,-4.8,1.1428572,3.6923077
1404,-4.8,1.7142857,3.6923077
1405,-4.8,2.2857144,3.6923077
1406,-4.8,2.857143,3.6923077
1407,-4.8,3.4285715,3.6923077
1408,-4.8,4.0,3.6923077
1409,-4.8,0.0,3.0769231
1410,-4.8,0.5714286,3.0769231
1411,-4.8,1.1428572,3.0769231
1412,-4.8,1.7142857,3.0769231
1413,-4.8,2.2857144,3.0769231
1414,-4.8,2.857143,3.0769231
1415,-4.8,3.4285715,3.0769231
1416,-4.8,4.0,3.0769231
1417,-4.8,0.0,2.4615386
1418,-4.8,0.5714286,2.4615386
1419,-4.8,1.1428572,2.4615386
1420,-4.8,1.7142857,2.4615386
1421,-4.8,2.2857144,2.4615386
1422,-4.8,2.857143,2.4615386
1423,-4.8,3.4285715,2.4615386
1424,-4.8,4.0,2.4615386
1425,-4.8,0.0,1.8461539
1426,-4.8,0.5714286,1.8461539
1427,-4.8,1.1428572,1.8461539
1428,-4.8,1.7142857,1.8461539
1429,-4.8,2.2857144,1.8461539
1430,-4.8,2.857143,1.8461539
1431,-4.8,3.4285715,1.8461539
1432,-4.8,4.0,1.8461539
1433,-4.8,0.0,1.2307693
1434,-4.8,0.5714286,1.2307693
1435,-4.8,1.1428572,1.2307693
1436,-4.8,1.7142857,1.2307693
1437,-4.8,2.2857144,1.2307693
1438,-4.8,2.857143,1.2307693
1439,-4.8,3.4285715,1.2307693
1440,-4.8,4.0,1.2307693
1441,-4.8,0.0,0.61538464
1442,-4.8,0.5714286,0.61538464
1443,-4.8,1.1428572,0.61538464
1444,-4.8,1.7142857,0.61538464
1445,-4.8,2.2857144,0.61538464
1446,-4.8,2.857143,0.61538464
1447,-4.8,3.4285715,0.61538464
1448,-4.8,4.0,0.61538464
1449,-4.8,0.0,0.0
1450,-4.8,0.5714286,0.0
1451,-4.8,1.1428572,0.0
1452,-4.8,1.7142857,0.0
1453,-4.8,2.2857144,0.0
1454,-4.8,2.857143,0.0
1455,-4.8,3.4285715,0.0
1456,-4.8,4.0,0.0
1457,-4.2,0.0,8.0
1458,-4.2,0.5714286,8.0
1459,-4.2,1.1428572,8.0
1460,-4.2,1.7142857,8.0
1461,-4.2,2.2857144,8.0
1462,-4.2,2.857143,8.0
1463,-4.2,3.4285715,8.0
1464,-4.2,4.0,8.0
1465,-4.2,0.0,7.3846154
1466,-4.2,0.5714286,7.3846154
1467,-4.2,1.1428572,7.3846154
1468,-4.2,1.7142857,7.3846154
1469,-4.2,2.2857144,7.3846154
1470,-4.2,2.857143,7.3846154
1471,-4.2,3.4285715,7.3846154
1472,-4.2,4.0,7.3846154
1473,-4.2,0.0,6.769231
1474,-4.2,0.5714286,6.769231
1475,-4.2,1.1428572,6.769231
1476,-4.2,1.7142857,6.769231
1477,-4.2,2.2857144,6.769231
1478,-4.2,2.857143,6.769231
1479,-4.2,3.4285715,6.769231
1480,-4.2,4.0,6.769231
1481,-4.2,0.0,6.1538463
1482,-4.2,0.5714286,6.1538463
1483,-4.2,1.1428572,6.1538463
1484,-4.2,1.7142857,6.1538463
1485,-4.2,2.2857144,6.1538463
1486,-4.2,2.857143,6.1538463
1487,-4.2,3.4285715,6.1538463
1488,-4.2,4.0,6.1538463
1489,-4.2,0.0,5.5384617
1490,-4.2,0.5714286,5.5384617
1491,-4.2,1.1428572,5.5384617
1492,-4.2,1.7142857,5.5384617
1493,-4.2,2.2857144,5.5384617
1494,-4.2,2.857143,5.5384617
1495,-4.2,3.4285715,5.5384617
1496,-4.2,4.0,5.5384617
1497,-4.2,0.0,4.923077
1498,-4.2,0.5714286,4.923077
1499,-4.2,1.1428572,4.923077
1500,-4.2,1.7142857,4.923077
1501,-4.2,2.2857144,4.923077
1502,-4.2,2.857143,4.923077
1503,-4.2,3.4285715,4.923077
1504,-4.2,4.0,4.923077
1505,-4.2,0.0,4.3076925
1506,-4.2,0.5714286,4.3076925
1507,-4.2,1.1428572,4.3076925
1508,-4.2,1.7142857,4.3076925
1509,-4.2,2.2857144,4.3076925
1510,-4.2,2.857143,4.3076925
1511,-4.2,3.4285715,4.3076925
1512,-4.2,4.0,4.3076925
1513,-4.2,0.0,3.6923077
1514,-4.2,0.5714286,3.6923077
1515,-4.2,1.1428572,3.6923077
1516,-4.2,1.7142857,3.6923077
1517,-4.2,2.2857144,3.6923077
1518,-4.2,2.857143,3.6923077
1519,-4.2,3.4285715,3.6923077
1520,-4.2,4.0,3.6923077
1521,-4.2,0.0,3.0769231
1522,-4.2,0.5714286,3.0769231
