StepTime,RF2_N
0.0,-0.0
0.0024999999441206455,0.11163307726383209
0.004999999888241291,0.011978287249803543
0.008750000037252903,0.0011685119243338704
0.014375000260770321,0.00011507352610351518
0.022812500596046448,2.162782402592711e-05
0.035468749701976776,10.1690092086792
0.05000000074505806,25.032087326049805
0.07179687172174454,47.316673278808594
0.10000000149011612,76.1326675415039
0.15000000596046448,127.16873931884766
0.20000000298023224,178.1414031982422
0.25,229.05084228515625
0.30000001192092896,279.89752197265625
0.3499999940395355,330.6819763183594
0.4000000059604645,381.4049072265625
0.44999998807907104,432.0670166015625
0.5,482.6691589355469
0.550000011920929,533.212158203125
0.6000000238418579,583.6968994140625
0.6499999761581421,634.1240844726562
0.699999988079071,684.4945678710938
0.75,734.808837890625
0.800000011920929,785.0674438476562
0.8500000238418579,835.2706298828125
0.8999999761581421,885.4183349609375
0.949999988079071,937.7026977539062
1.0,992.8063354492188
