StepTime,U2_mm,RF2_N
0.0,0.0,-0.0
0.0024999999441206455,-0.0005000000237487257,-0.22523051500320435
0.004999999888241291,-0.0010000000474974513,-0.024490972980856895
0.008750000037252903,-0.0017500000540167093,-0.002339758910238743
0.014375000260770321,-0.0028750000055879354,-0.00023285196220967919
0.022812500596046448,-0.004562499932944775,-4.3257336074020714e-05
0.035468749701976776,-0.007093749940395355,-20.338010787963867
0.05000000074505806,-0.009999999776482582,-50.0642204284668
0.07179687172174454,-0.014359375461935997,-94.63338470458984
0.10000000149011612,-0.019999999552965164,-152.26539611816406
0.15000000596046448,-0.029999999329447746,-254.3376007080078
0.20000000298023224,-0.03999999910593033,-356.2829895019531
0.25,-0.05000000074505806,-458.1018981933594
0.30000001192092896,-0.05999999865889549,-559.7952880859375
0.3499999940395355,-0.07000000029802322,-661.3642578125
0.4000000059604645,-0.07999999821186066,-762.8101196289062
0.44999998807907104,-0.09000000357627869,-864.1343994140625
0.5,-0.10000000149011612,-965.3387451171875
0.550000011920929,-0.10999999940395355,-1066.4248046875
0.6000000238418579,-0.11999999731779099,-1167.394287109375
0.6499999761581421,-0.12999999523162842,-1268.248779296875
0.699999988079071,-0.14000000059604645,-1368.98974609375
0.75,-0.15000000596046448,-1469.618408203125
0.800000011920929,-0.1599999964237213,-1570.1356201171875
0.8500000238418579,-0.17000000178813934,-1670.5419921875
0.8999999761581421,-0.18000000715255737,-1770.83740234375
0.949999988079071,-0.1899999976158142,-1875.4071044921875
1.0,-0.20000000298023224,-1985.6148681640625
