ElementLabel,IntegrationPoint,S11,S22,S33,S12,S13,S23
1,1,0.24949127,-0.11822056,-0.21047705,-0.10038548,-0.1990879,0.010016232
2,1,-0.51205367,1.0665058,0.029759081,-0.6722934,0.0017782429,0.028440818
3,1,0.06636606,1.1297765,-0.1190257,0.30371878,-0.08033939,0.0034238792
4,1,0.31916973,1.8904862,0.027210863,-0.8158927,-0.044504553,0.055166
5,1,-1.2566015,2.035954,0.006431322,0.683411,0.022800231,0.08630817
6,1,0.6949683,1.0521858,-0.071583614,0.53480715,-0.07165589,0.08162824
7,1,0.02451665,0.37182936,-0.0675791,0.3776917,-0.036091376,0.047779847
8,1,0.8075025,-0.1937408,-0.3041841,-0.05169941,0.028453398,0.041958217
9,1,-0.46594656,0.9908248,-0.05624751,-0.6987533,-0.024291584,0.042708166
10,1,0.28203404,1.0203722,-0.13319793,0.32979372,0.033799905,0.04991268
11,1,0.60234725,1.8377393,0.11352287,-0.9188159,0.046153743,0.09408228
12,1,-1.3508899,1.9842314,0.035583526,0.5936387,0.02488611,0.13356191
13,1,0.96941036,1.0028714,-0.10340692,0.39123884,0.011647822,0.1379464
14,1,-0.04508486,0.3661774,-0.35428256,0.30084747,-0.08832216,0.06395993
15,1,0.2263055,-0.17091988,-0.055253554,-0.10478414,0.17432328,0.0063166358
16,1,-0.3332637,0.96883106,0.15110339,-0.69666266,0.22593884,0.041697636
17,1,0.21790858,0.9822951,0.14885466,0.31925088,0.22023702,0.050390225
18,1,0.41247395,1.7474716,0.37379956,-0.95931387,0.17954032,0.058037456
19,1,-1.2287247,1.9530796,0.2431401,0.60521835,0.13789476,0.07748382
20,1,0.786889,0.9561013,-0.038077824,0.388981,0.088244855,0.08358504
21,1,0.13982172,0.37235856,-0.42239314,0.30921873,0.095432214,0.037329603
22,1,0.72337365,-0.14529364,0.39248273,-0.056952298,0.2506153,0.0023621733
23,1,-0.67834294,1.0037483,0.6420316,-0.7093423,0.23208272,0.0014764454
24,1,0.087083206,1.0299522,0.5883239,0.30924472,0.20865586,0.011926861
25,1,0.43406728,1.7887537,0.7632577,-0.9095033,0.18290193,0.021357633
26,1,-1.4027054,1.9518405,0.5575351,0.6074727,0.15241058,0.036424927
