NodeLabel,X_mm,Y_mm,Z_mm,U1_mm,U2_mm,U3_mm
1,-12.0,0.0,8.0,-0.02964103,0.049224127,0.00016488401
2,-12.0,0.5714286,8.0,-0.025317164,0.052417383,-7.4955315e-05
3,-12.0,1.1428572,8.0,-0.011162854,0.049666118,-0.00019101851
4,-12.0,1.7142857,8.0,-0.006709306,0.05185593,-0.00011005829
5,-12.0,2.2857144,8.0,0.0076541645,0.050435532,-0.0003086783
6,-12.0,2.857143,8.0,0.012346271,0.051372737,-0.00020862314
7,-12.0,3.4285715,8.0,0.027010666,0.05109543,-0.00029597152
8,-12.0,4.0,8.0,0.03174679,0.050785515,-0.0004847738
9,-12.0,0.0,7.3846154,-0.02942632,0.048974544,-9.367786e-05
10,-12.0,0.5714286,7.3846154,-0.025192507,0.052478604,-2.7491371e-05
11,-12.0,1.1428572,7.3846154,-0.010751836,0.049505137,-5.9132544e-05
12,-12.0,1.7142857,7.3846154,-0.0066429973,0.051841132,-0.0001574935
13,-12.0,2.2857144,7.3846154,0.008029254,0.05033541,-0.00013826205
14,-12.0,2.857143,7.3846154,0.012415677,0.051318083,-0.00022305873
15,-12.0,3.4285715,7.3846154,0.027249169,0.051010266,-0.00021451488
16,-12.0,4.0,7.3846154,0.031867567,0.050764438,-0.0001444856
17,-12.0,0.0,6.769231,-0.028982734,0.048868917,9.6524025e-05
18,-12.0,0.5714286,6.769231,-0.025119571,0.05248475,4.8040847e-06
19,-12.0,1.1428572,6.769231,-0.0104939835,0.049380444,-3.0170697e-05
20,-12.0,1.7142857,6.769231,-0.006545077,0.051808305,-4.986886e-05
21,-12.0,2.2857144,6.769231,0.008276586,0.050219256,-0.00011277549
22,-12.0,2.857143,6.769231,0.012447144,0.051215965,-0.00012719832
23,-12.0,3.4285715,6.769231,0.027522502,0.050931063,-0.00022660104
24,-12.0,4.0,6.769231,0.03181039,0.050618183,-0.0003966986
25,-12.0,0.0,6.1538463,-0.028983308,0.04884181,6.531718e-05
26,-12.0,0.5714286,6.1538463,-0.025024114,0.05239368,5.1468895e-05
27,-12.0,1.1428572,6.1538463,-0.010367473,0.049360603,1.496882e-05
28,-12.0,1.7142857,6.1538463,-0.006489352,0.05171362,-1.9151394e-05
29,-12.0,2.2857144,6.1538463,0.008388101,0.050159674,-4.9728988e-05
30,-12.0,2.857143,6.1538463,0.01252306,0.051125243,-0.00011044828
31,-12.0,3.4285715,6.1538463,0.027594121,0.050846208,-0.000106843494
32,-12.0,4.0,6.1538463,0.031948008,0.050546028,-9.528109e-05
33,-12.0,0.0,5.5384617,-0.028873868,0.048807036,5.1961433e-05
34,-12.0,0.5714286,5.5384617,-0.024981223,0.052409526,3.6948313e-05
35,-12.0,1.1428572,5.5384617,-0.010351842,0.049278043,2.5225714e-05
36,-12.0,1.7142857,5.5384617,-0.0064242715,0.051692583,-1.50306705e-05
37,-12.0,2.2857144,5.5384617,0.0084126955,0.05008308,-4.0048e-05
38,-12.0,2.857143,5.5384617,0.01257477,0.05107664,-6.237908e-05
39,-12.0,3.4285715,5.5384617,0.02763927,0.050763745,-0.00014181167
40,-12.0,4.0,5.5384617,0.031938065,0.050471634,-0.00025064178
41,-12.0,0.0,4.923077,-0.02890636,0.048785653,3.260504e-05
42,-12.0,0.5714286,4.923077,-0.0249536,0.052377187,6.987417e-06
43,-12.0,1.1428572,4.923077,-0.010323399,0.04925794,-1.9758856e-05
44,-12.0,1.7142857,4.923077,-0.0064116213,0.051662125,-2.2321829e-05
45,-12.0,2.2857144,4.923077,0.00843644,0.050039396,-4.6881272e-05
46,-12.0,2.857143,4.923077,0.01259329,0.051042434,-7.4275194e-05
47,-12.0,3.4285715,4.923077,0.027641559,0.0507066,-4.796465e-05
48,-12.0,4.0,4.923077,0.031976175,0.050430156,-2.5808617e-05
49,-12.0,0.0,4.3076925,-0.028880563,0.048781596,-6.5984765e-05
50,-12.0,0.5714286,4.3076925,-0.024943661,0.05237764,-5.1982497e-05
51,-12.0,1.1428572,4.3076925,-0.010329442,0.04923822,-4.2775206e-05
52,-12.0,1.7142857,4.3076925,-0.0063975565,0.05164915,-6.563399e-05
53,-12.0,2.2857144,4.3076925,0.008429824,0.050019618,-6.300578e-05
