StepTime,U2_mm,RF2_N
0.0,0.0,-0.0
0.0024999999441206455,-0.0005000000237487257,-0.22337673604488373
0.004999999888241291,-0.0010000000474974513,-0.024330852553248405
0.008750000037252903,-0.0017500000540167093,-0.0023227189667522907
0.014375000260770321,-0.0028750000055879354,-0.00023115896328818053
0.022812500596046448,-0.004562499932944775,-4.294347309041768e-05
0.035468749701976776,-0.007093749940395355,-19.773691177368164
0.05000000074505806,-0.009999999776482582,-48.67399597167969
0.07179687172174454,-0.014359375461935997,-92.00230407714844
0.10000000149011612,-0.019999999552965164,-148.0253143310547
0.15000000596046448,-0.029999999329447746,-247.23501586914062
0.20000000298023224,-0.03999999910593033,-346.3059997558594
0.25,-0.05000000074505806,-445.2386474609375
0.30000001192092896,-0.05999999865889549,-544.0337524414062
0.3499999940395355,-0.07000000029802322,-642.6923828125
0.4000000059604645,-0.07999999821186066,-741.2156372070312
0.44999998807907104,-0.09000000357627869,-839.6050415039062
0.5,-0.10000000149011612,-937.862060546875
0.550000011920929,-0.10999999940395355,-1035.9881591796875
0.6000000238418579,-0.11999999731779099,-1133.9849853515625
0.6499999761581421,-0.12999999523162842,-1231.85400390625
0.699999988079071,-0.14000000059604645,-1329.596435546875
0.75,-0.15000000596046448,-1427.2135009765625
0.800000011920929,-0.1599999964237213,-1524.7060546875
0.8500000238418579,-0.17000000178813934,-1622.0745849609375
0.8999999761581421,-0.18000000715255737,-1721.2890625
0.949999988079071,-0.1899999976158142,-1828.2032470703125
1.0,-0.20000000298023224,-1937.038330078125
