HistoryRegion,Variable,StepTime,Value
Assembly ASSEMBLY,ALLSE,0.0,0.0
Assembly ASSEMBLY,ALLSE,0.0024999999441206455,2.4194623620132916e-06
Assembly ASSEMBLY,ALLSE,0.004999999888241291,2.8150495268164377e-08
Assembly ASSEMBLY,ALLSE,0.008750000037252903,2.6274576958584817e-10
Assembly ASSEMBLY,ALLSE,0.014375000260770321,2.570391165537811e-12
Assembly ASSEMBLY,ALLSE,0.022812500596046448,1.4004570344106765e-13
Assembly ASSEMBLY,ALLSE,0.035468749701976776,0.019040359184145927
Assembly ASSEMBLY,ALLSE,0.05000000074505806,0.11540216207504272
Assembly ASSEMBLY,ALLSE,0.07179687172174454,0.4124767780303955
Assembly ASSEMBLY,ALLSE,0.10000000149011612,1.0683408975601196
Assembly ASSEMBLY,ALLSE,0.15000000596046448,2.9831533432006836
Assembly ASSEMBLY,ALLSE,0.20000000298023224,5.858579158782959
Assembly ASSEMBLY,ALLSE,0.25,9.693338394165039
Assembly ASSEMBLY,ALLSE,0.30000001192092896,14.486157417297363
Assembly ASSEMBLY,ALLSE,0.3499999940395355,20.235769271850586
Assembly ASSEMBLY,ALLSE,0.4000000059604645,26.940919876098633
Assembly ASSEMBLY,ALLSE,0.44999998807907104,34.60038757324219
Assembly ASSEMBLY,ALLSE,0.5,43.21296691894531
Assembly ASSEMBLY,ALLSE,0.550000011920929,52.77749252319336
Assembly ASSEMBLY,ALLSE,0.6000000238418579,63.29281997680664
Assembly ASSEMBLY,ALLSE,0.6499999761581421,74.7578353881836
Assembly ASSEMBLY,ALLSE,0.699999988079071,87.17146301269531
Assembly ASSEMBLY,ALLSE,0.75,100.5326156616211
Assembly ASSEMBLY,ALLSE,0.800000011920929,114.84025573730469
Assembly ASSEMBLY,ALLSE,0.8500000238418579,130.0933074951172
Assembly ASSEMBLY,ALLSE,0.8999999761581421,146.3470916748047
Assembly ASSEMBLY,ALLSE,0.949999988079071,163.82102966308594
Assembly ASSEMBLY,ALLSE,1.0,182.4032440185547
Assembly ASSEMBLY,ALLSD,0.0,0.0
Assembly ASSEMBLY,ALLSD,0.0024999999441206455,1.6342922037893004e-07
Assembly ASSEMBLY,ALLSD,0.004999999888241291,2.5060256803044467e-07
Assembly ASSEMBLY,ALLSD,0.008750000037252903,2.5127914682343544e-07
Assembly ASSEMBLY,ALLSD,0.014375000260770321,2.512792036668543e-07
Assembly ASSEMBLY,ALLSD,0.022812500596046448,2.512792036668543e-07
Assembly ASSEMBLY,ALLSD,0.035468749701976776,2.5127954472736747e-07
Assembly ASSEMBLY,ALLSD,0.05000000074505806,2.5128363745352544e-07
Assembly ASSEMBLY,ALLSD,0.07179687172174454,2.5128954916908697e-07
Assembly ASSEMBLY,ALLSD,0.10000000149011612,2.5129699565695773e-07
Assembly ASSEMBLY,ALLSD,0.15000000596046448,2.5130952963081654e-07
Assembly ASSEMBLY,ALLSD,0.20000000298023224,2.5132140990535845e-07
Assembly ASSEMBLY,ALLSD,0.25,2.5133272174571175e-07
Assembly ASSEMBLY,ALLSD,0.30000001192092896,2.51343436730167e-07
Assembly ASSEMBLY,ALLSD,0.3499999940395355,2.513536117021431e-07
Assembly ASSEMBLY,ALLSD,0.4000000059604645,2.5136327508334944e-07
Assembly ASSEMBLY,ALLSD,0.44999998807907104,2.5137245529549546e-07
Assembly ASSEMBLY,ALLSD,0.5,2.513811807602906e-07
Assembly ASSEMBLY,ALLSD,0.550000011920929,2.5138945147773484e-07
Assembly ASSEMBLY,ALLSD,0.6000000238418579,2.5139729586953763e-07
Assembly ASSEMBLY,ALLSD,0.6499999761581421,2.514047423574084e-07
Assembly ASSEMBLY,ALLSD,0.699999988079071,2.5141181936305657e-07
Assembly ASSEMBLY,ALLSD,0.75,2.5141855530819157e-07
Assembly ASSEMBLY,ALLSD,0.800000011920929,2.51424921771104e-07
Assembly ASSEMBLY,ALLSD,0.8500000238418579,2.5143097559521266e-07
Assembly ASSEMBLY,ALLSD,0.8999999761581421,2.514371715278685e-07
Assembly ASSEMBLY,ALLSD,0.949999988079071,2.5144404958155064e-07
Assembly ASSEMBLY,ALLSD,1.0,2.5145135396087426e-07
Assembly ASSEMBLY,ALLWK,0.0,0.0
Assembly ASSEMBLY,ALLWK,0.0024999999441206455,5.584418249782175e-05
Assembly ASSEMBLY,ALLWK,0.004999999888241291,0.00011777108011301607
Assembly ASSEMBLY,ALLWK,0.008750000037252903,0.00012776616495102644
Assembly ASSEMBLY,ALLWK,0.014375000260770321,0.00012920273002237082
Assembly ASSEMBLY,ALLWK,0.022812500596046448,0.00012943400361109525
Assembly ASSEMBLY,ALLWK,0.035468749701976776,0.02515556663274765
Assembly ASSEMBLY,ALLWK,0.05000000074505806,0.12461861222982407
Assembly ASSEMBLY,ALLWK,0.07179687172174454,0.4312489926815033
Assembly ASSEMBLY,ALLWK,0.10000000149011612,1.1082018613815308
Assembly ASSEMBLY,ALLWK,0.15000000596046448,3.084503412246704
Assembly ASSEMBLY,ALLWK,0.20000000298023224,6.052208423614502
Assembly ASSEMBLY,ALLWK,0.25,10.009931564331055
Assembly ASSEMBLY,ALLWK,0.30000001192092896,14.956294059753418
Assembly ASSEMBLY,ALLWK,0.3499999940395355,20.889925003051758
Assembly ASSEMBLY,ALLWK,0.4000000059604645,27.809465408325195
Assembly ASSEMBLY,ALLWK,0.44999998807907104,35.71356964111328
Assembly ASSEMBLY,ALLWK,0.5,44.60090255737305
Assembly ASSEMBLY,ALLWK,0.550000011920929,54.47015380859375
Assembly ASSEMBLY,ALLWK,0.6000000238418579,65.32002258300781
