HistoryRegion,Variable,StepTime,Value
Assembly ASSEMBLY,ALLSE,0.0,0.0
Assembly ASSEMBLY,ALLSE,0.0024999999441206455,2.4040700736804865e-06
Assembly ASSEMBLY,ALLSE,0.004999999888241291,2.7917648637298953e-08
Assembly ASSEMBLY,ALLSE,0.008750000037252903,2.6079899351216795e-10
Assembly ASSEMBLY,ALLSE,0.014375000260770321,2.55138510145414e-12
Assembly ASSEMBLY,ALLSE,0.022812500596046448,1.3886395017811276e-13
Assembly ASSEMBLY,ALLSE,0.035468749701976776,0.019321277737617493
Assembly ASSEMBLY,ALLSE,0.05000000074505806,0.11710630357265472
Assembly ASSEMBLY,ALLSE,0.07179687172174454,0.4185762405395508
Assembly ASSEMBLY,ALLSE,0.10000000149011612,1.0841665267944336
Assembly ASSEMBLY,ALLSE,0.15000000596046448,3.0274837017059326
Assembly ASSEMBLY,ALLSE,0.20000000298023224,5.945896148681641
Assembly ASSEMBLY,ALLSE,0.25,9.83822250366211
Assembly ASSEMBLY,ALLSE,0.30000001192092896,14.70328426361084
Assembly ASSEMBLY,ALLSE,0.3499999940395355,20.53990364074707
Assembly ASSEMBLY,ALLSE,0.4000000059604645,27.346923828125
Assembly ASSEMBLY,ALLSE,0.44999998807907104,35.123207092285156
Assembly ASSEMBLY,ALLSE,0.5,43.86764144897461
Assembly ASSEMBLY,ALLSE,0.550000011920929,53.57914352416992
Assembly ASSEMBLY,ALLSE,0.6000000238418579,64.25666046142578
Assembly ASSEMBLY,ALLSE,0.6499999761581421,75.899169921875
Assembly ASSEMBLY,ALLSE,0.699999988079071,88.50566864013672
Assembly ASSEMBLY,ALLSE,0.75,102.0751724243164
Assembly ASSEMBLY,ALLSE,0.800000011920929,116.60669708251953
Assembly ASSEMBLY,ALLSE,0.8500000238418579,132.09927368164062
Assembly ASSEMBLY,ALLSE,0.8999999761581421,148.5587615966797
Assembly ASSEMBLY,ALLSE,0.949999988079071,166.23794555664062
Assembly ASSEMBLY,ALLSE,1.0,185.0607147216797
Assembly ASSEMBLY,ALLSD,0.0,0.0
Assembly ASSEMBLY,ALLSD,0.0024999999441206455,1.622266552203655e-07
Assembly ASSEMBLY,ALLSD,0.004999999888241291,2.4900703010644065e-07
Assembly ASSEMBLY,ALLSD,0.008750000037252903,2.4967926037788857e-07
Assembly ASSEMBLY,ALLSD,0.014375000260770321,2.49679288799598e-07
Assembly ASSEMBLY,ALLSD,0.022812500596046448,2.4967931722130743e-07
Assembly ASSEMBLY,ALLSD,0.035468749701976776,2.4967962986011116e-07
Assembly ASSEMBLY,ALLSD,0.05000000074505806,2.4968372258626914e-07
Assembly ASSEMBLY,ALLSD,0.07179687172174454,2.4968963430183067e-07
Assembly ASSEMBLY,ALLSD,0.10000000149011612,2.4969708078970143e-07
Assembly ASSEMBLY,ALLSD,0.15000000596046448,2.497095863418508e-07
Assembly ASSEMBLY,ALLSD,0.20000000298023224,2.497214381946833e-07
Assembly ASSEMBLY,ALLSD,0.25,2.4973272161332716e-07
Assembly ASSEMBLY,ALLSD,0.30000001192092896,2.497434365977824e-07
Assembly ASSEMBLY,ALLSD,0.3499999940395355,2.497536115697585e-07
Assembly ASSEMBLY,ALLSD,0.4000000059604645,2.497632465292554e-07
Assembly ASSEMBLY,ALLSD,0.44999998807907104,2.4977242674140143e-07
Assembly ASSEMBLY,ALLSD,0.5,2.4978112378448714e-07
Assembly ASSEMBLY,ALLSD,0.550000011920929,2.497893945019314e-07
Assembly ASSEMBLY,ALLSD,0.6000000238418579,2.497972388937342e-07
Assembly ASSEMBLY,ALLSD,0.6499999761581421,2.4980468538160494e-07
Assembly ASSEMBLY,ALLSD,0.699999988079071,2.498117623872531e-07
Assembly ASSEMBLY,ALLSD,0.75,2.498184699106787e-07
Assembly ASSEMBLY,ALLSD,0.800000011920929,2.498248363735911e-07
Assembly ASSEMBLY,ALLSD,0.8500000238418579,2.4983089019769977e-07
Assembly ASSEMBLY,ALLSD,0.8999999761581421,2.4983694402180845e-07
Assembly ASSEMBLY,ALLSD,0.949999988079071,2.498436231235246e-07
Assembly ASSEMBLY,ALLSD,1.0,2.498508138160105e-07
Assembly ASSEMBLY,ALLWK,0.0,0.0
Assembly ASSEMBLY,ALLWK,0.0024999999441206455,5.605628393823281e-05
Assembly ASSEMBLY,ALLWK,0.004999999888241291,0.0001182128326036036
Assembly ASSEMBLY,ALLWK,0.008750000037252903,0.0001282371231354773
Assembly ASSEMBLY,ALLWK,0.014375000260770321,0.00012967843213118613
