ElementLabel,IntegrationPoint,S11,S22,S33,S12,S13,S23
1,1,0.25110295,-0.0818557,-0.22505765,-0.12722172,-0.21473101,0.01186611
2,1,-0.54314,1.1198263,0.036348235,-0.6658388,1.45780405e-05,0.039017364
3,1,0.078988194,1.2156829,-0.11988876,0.30018046,-0.08550027,0.025201367
4,1,0.23752621,1.9565943,0.031296678,-0.73702854,-0.04435704,0.085395426
5,1,-1.1501843,2.0363848,0.0089916615,0.7211648,0.026410073,0.117718354
6,1,0.6379467,1.0737,-0.083149396,0.5475394,-0.07399591,0.10427167
7,1,0.05442502,0.3681886,-0.07352025,0.39531392,-0.034913216,0.055362105
8,1,0.8488913,-0.162688,-0.3235405,-0.07360724,0.025206521,0.05338317
9,1,-0.48253977,1.0523845,-0.033501737,-0.6955666,-0.023104262,0.07504812
10,1,0.31909633,1.1078364,-0.115520455,0.3155969,0.040379025,0.10180316
11,1,0.5354021,1.9090542,0.13581344,-0.8620388,0.05626025,0.16053945
12,1,-1.2443681,1.975947,0.047880437,0.6100736,0.03800367,0.1994343
13,1,0.9269468,1.0183364,-0.12576564,0.38336128,0.022324214,0.18698452
14,1,-0.024762768,0.355647,-0.38617668,0.31117263,-0.085879475,0.082566045
15,1,0.23345399,-0.1427032,-0.035765108,-0.13418481,0.18528506,0.023213813
16,1,-0.3601082,1.0287551,0.20751278,-0.6991573,0.23538241,0.08730096
17,1,0.23903066,1.0620162,0.2016903,0.29631755,0.23121677,0.1140834
18,1,0.3226391,1.8260273,0.430464,-0.91363835,0.19589227,0.12976322
19,1,-1.1289234,1.9504071,0.27449262,0.617249,0.15385208,0.14636621
20,1,0.7171103,0.98447806,-0.056312878,0.3785877,0.10490139,0.13782492
21,1,0.17175642,0.36502615,-0.48002213,0.32117084,0.110021405,0.059504528
22,1,0.73433495,-0.12225324,0.44979587,-0.08166475,0.24023566,0.020601783
23,1,-0.7111711,1.0666803,0.72908986,-0.71705645,0.22921623,0.04807309
24,1,0.111660816,1.109698,0.6649021,0.2789442,0.20903604,0.073440805
25,1,0.3466926,1.8715512,0.8430699,-0.8694677,0.18704827,0.088434294
26,1,-1.307463,1.9561498,0.6053732,0.6120723,0.16111918,0.10015329
27,1,0.83404356,1.0004137,0.18412,0.38764465,0.1398928,0.10100973
28,1,-0.15405977,0.35271457,-0.36614367,0.32443547,0.14478138,0.050963096
29,1,0.0992285,-0.13763107,0.8522939,-0.15402637,0.122495264,0.006060276
30,1,-0.4867444,1.1061577,1.1105578,-0.72483814,0.11999351,0.026637932
31,1,0.1562192,1.1580212,1.0268024,0.30704716,0.1276612,0.041486256
32,1,0.27924415,1.9068587,1.1720366,-0.8791057,0.12071716,0.05307976
33,1,-1.1949697,1.9825684,0.89257663,0.63798743,0.1090698,0.062971555
34,1,0.68067706,1.008791,0.43872306,0.39032188,0.113800295,0.07162443
35,1,0.13371183,0.37176043,-0.13320087,0.32134017,0.14908971,0.035498902
36,1,0.7734735,-0.10349522,1.0379187,-0.08922589,0.048949175,0.0067612994
37,1,-0.6600522,1.1059453,1.3143872,-0.71641165,0.06296203,0.013163467
38,1,0.12924804,1.1686531,1.2303467,0.2782868,0.06111655,0.018461533
39,1,0.32983926,1.9305559,1.364453,-0.8526786,0.06089981,0.024827013
40,1,-1.2782973,1.9924402,1.0813264,0.6285988,0.062389266,0.032051764
41,1,0.79765236,1.0187795,0.6238928,0.39474383,0.062314216,0.03617662
42,1,-0.21598582,0.3514637,0.019257795,0.32613963,0.07940534,0.019285563
43,1,0.12995985,-0.1407008,1.1001633,-0.15718001,-0.00013447479,8.847709e-05
44,1,-0.4913393,1.1128118,1.3767711,-0.7333771,-4.4231736e-05,0.0002245738
45,1,0.1510315,1.1790878,1.2964151,0.30202168,-3.5107743e-05,0.00030223912
46,1,0.27886507,1.932995,1.4334701,-0.8695108,-1.7404955e-05,0.00033088005
47,1,-1.209125,1.9984657,1.1454624,0.64119744,2.4819472e-05,0.0003363239
48,1,0.67343163,1.0185869,0.68824303,0.39290538,5.201142e-05,0.00026144012
49,1,0.12250987,0.3747815,0.10156193,0.3213759,0.00011920979,0.0001181626
50,1,0.77360785,-0.10357756,1.0378864,-0.08919064,-0.049077,-0.006572381
51,1,-0.660093,1.1059986,1.3143799,-0.7164815,-0.06308736,-0.012731654
52,1,0.12919967,1.1685778,1.2302951,0.27836543,-0.06118386,-0.017876588
53,1,0.32998496,1.9305383,1.3644617,-0.8527783,-0.06092686,-0.024178477
54,1,-1.2784731,1.9924126,1.0813317,0.6286232,-0.06234272,-0.031403445
55,1,0.7977863,1.0187621,0.62393045,0.39471182,-0.062209122,-0.035660613
56,1,-0.21605568,0.35145748,0.019251883,0.32612813,-0.07918195,-0.019059394
57,1,0.09907967,-0.13781135,0.85223633,-0.15400553,-0.12274541,-0.005912341
58,1,-0.48675665,1.1062573,1.1105351,-0.72499084,-0.12007088,-0.026235826
59,1,0.15616235,1.157879,1.026704,0.307221,-0.12772661,-0.04096109
60,1,0.27948922,1.9068213,1.1720552,-0.8793202,-0.12074913,-0.052483108
61,1,-1.1953055,1.9825186,0.89259195,0.63804376,-0.10901927,-0.06237916
62,1,0.68093824,1.0087599,0.43880674,0.39025256,-0.113703005,-0.07114718
63,1,0.13359304,0.37174138,-0.13320692,0.32131985,-0.1488648,-0.03529198
64,1,0.73475087,-0.12249606,0.4496891,-0.081558116,-0.24031395,-0.020472545
65,1,-0.71128595,1.0668257,0.7290734,-0.7172697,-0.22931738,-0.047747612
66,1,0.11152493,1.1094829,0.6647577,0.27916673,-0.2090847,-0.07300139
67,1,0.34711632,1.8715084,0.8431046,-0.86976445,-0.18706965,-0.08793134
68,1,-1.3079813,1.956082,0.6054062,0.6121433,-0.16107683,-0.09965349
69,1,0.83443046,1.0003682,0.18425238,0.3875474,-0.13980249,-0.10060006
70,1,-0.15427221,0.3526984,-0.36613083,0.32440516,-0.14459372,-0.050790604
71,1,0.23318852,-0.14304736,-0.035831995,-0.13412945,-0.1854078,-0.023126654
72,1,-0.36010718,1.0289711,0.20750369,-0.6994577,-0.23540448,-0.08706532
73,1,0.23891447,1.0617412,0.20153539,0.29668075,-0.23125096,-0.11376731
74,1,0.32313845,1.8259697,0.43051946,-0.9140799,-0.19591945,-0.1293746
75,1,-1.1296207,1.9503505,0.2745257,0.6173759,-0.1538115,-0.14598933
76,1,0.71763474,0.98442143,-0.056128997,0.37845254,-0.104845196,-0.13752751
77,1,0.17149739,0.36499238,-0.47999832,0.3211333,-0.10987204,-0.059370466
78,1,0.8494049,-0.16322866,-0.32375562,-0.073427156,-0.02533214,-0.053366378
79,1,-0.48277703,1.0527203,-0.033373423,-0.696019,0.023109308,-0.07492087
80,1,0.31879023,1.1074673,-0.115701325,0.31609786,-0.04039422,-0.10159814
81,1,0.53626966,1.9090499,0.1359139,-0.86258596,-0.056278367,-0.16029236
82,1,-1.2454499,1.9758561,0.0478601,0.6102662,-0.038003102,-0.19918399
83,1,0.92774516,1.0182937,-0.12559152,0.38319877,-0.022311209,-0.18681656
84,1,-0.025191566,0.355634,-0.38614804,0.31111917,0.08593583,-0.08250337
85,1,0.25113267,-0.08240325,-0.22523324,-0.12707707,0.214873,-0.011853573
86,1,-0.5432478,1.120284,0.03649548,-0.6662874,-0.000118111195,-0.038998503
87,1,0.07874709,1.2153381,-0.120019555,0.3007369,0.08552695,-0.02511824
88,1,0.2383177,1.9566284,0.031383295,-0.73763984,0.044354573,-0.08530559
89,1,-1.151227,2.0362566,0.008945759,0.7214161,-0.026431166,-0.11763429
90,1,0.63880736,1.0735941,-0.083069086,0.5473638,0.073995344,-0.10420495
