NodeLabel,X_mm,Y_mm,Z_mm,U1_mm,U2_mm,U3_mm
1,-12.0,0.0,8.0,-0.028626613,0.048559047,0.00017777788
2,-12.0,0.5714286,8.0,-0.024721052,0.05185607,-2.7250073e-05
3,-12.0,1.1428572,8.0,-0.010528671,0.049070172,-0.00014349274
4,-12.0,1.7142857,8.0,-0.0065564937,0.051121548,-5.859954e-05
5,-12.0,2.2857144,8.0,0.0077607515,0.0498892,-0.00025436966
6,-12.0,2.857143,8.0,0.011933538,0.050498724,-0.00017503714
7,-12.0,3.4285715,8.0,0.026552908,0.05061192,-0.00024881435
8,-12.0,4.0,8.0,0.030803617,0.049846902,-0.00043939927
9,-12.0,0.0,7.3846154,-0.028446259,0.04832796,-6.052731e-05
10,-12.0,0.5714286,7.3846154,-0.02463758,0.05191335,9.943188e-07
11,-12.0,1.1428572,7.3846154,-0.010162564,0.048934713,-2.1475964e-05
12,-12.0,1.7142857,7.3846154,-0.0065238522,0.051097445,-0.000119001
13,-12.0,2.2857144,7.3846154,0.008095315,0.049813986,-0.00010401066
14,-12.0,2.857143,7.3846154,0.011989167,0.05043893,-0.00018557196
15,-12.0,3.4285715,7.3846154,0.026766771,0.050555337,-0.00017463576
16,-12.0,4.0,7.3846154,0.030909412,0.049821984,-9.123065e-05
17,-12.0,0.0,6.769231,-0.028049482,0.04825568,0.00011252405
18,-12.0,0.5714286,6.769231,-0.024588998,0.051905945,2.9931827e-05
19,-12.0,1.1428572,6.769231,-0.009939082,0.04884307,-5.847351e-06
20,-12.0,1.7142857,6.769231,-0.0064488477,0.051056147,-2.4600415e-05
21,-12.0,2.2857144,6.769231,0.008320522,0.04974476,-8.548891e-05
22,-12.0,2.857143,6.769231,0.01200592,0.05033148,-9.8956094e-05
23,-12.0,3.4285715,6.769231,0.027023774,0.05052092,-0.000193255
24,-12.0,4.0,6.769231,0.030847734,0.04966754,-0.00035486344
25,-12.0,0.0,6.1538463,-0.028067484,0.048248097,8.065226e-05
26,-12.0,0.5714286,6.1538463,-0.024514701,0.051810097,6.816423e-05
27,-12.0,1.1428572,6.1538463,-0.009831303,0.04884711,3.4608194e-05
28,-12.0,1.7142857,6.1538463,-0.0064047566,0.05096644,1.2793657e-06
29,-12.0,2.2857144,6.1538463,0.008417173,0.04970943,-2.7946438e-05
30,-12.0,2.857143,6.1538463,0.012077246,0.05025023,-8.628436e-05
31,-12.0,3.4285715,6.1538463,0.027086275,0.050461724,-7.6031196e-05
32,-12.0,4.0,6.1538463,0.03098021,0.049606368,-5.0274826e-05
