ElementLabel,IntegrationPoint,LE11,LE22,LE33,LE12,LE13,LE23
1,1,6.3465013e-06,-5.121001e-06,-1.4843376e-05,-1.7854823e-05,-4.6496825e-05,3.614133e-06
2,1,-1.6649248e-05,8.0086575e-05,-2.5816076e-05,-0.00014461225,-2.3201305e-07,1.0167614e-05
3,1,-3.356851e-06,8.294006e-05,-4.3299075e-05,7.237859e-05,-1.9714294e-05,1.7246474e-06
4,1,-3.0445287e-06,0.0001413086,-5.801343e-05,-0.00020679877,-1.0871868e-05,1.4591334e-05
5,1,-4.052357e-05,0.00017292843,-5.7104924e-05,0.00014541365,5.983507e-06,2.4717905e-05
6,1,7.910841e-06,8.815543e-05,-4.5693763e-05,0.00013717316,-1.5367274e-05,2.4371358e-05
7,1,-6.512053e-07,3.3125598e-05,-1.866055e-05,9.49026e-05,-8.207821e-06,1.4160062e-05
8,1,2.0653344e-05,-1.2796824e-05,-2.3265618e-05,-6.1401597e-06,7.686456e-06,1.3327259e-05
9,1,-1.4265537e-05,7.5876145e-05,-3.079412e-05,-0.00015308683,-5.2685173e-06,1.4506168e-05
10,1,2.7173344e-06,7.203133e-05,-4.3439013e-05,7.820439e-05,6.825688e-06,1.5343412e-05
11,1,3.454352e-06,0.00013206567,-5.1142586e-05,-0.00023182096,1.0291234e-05,2.7342974e-05
12,1,-4.2905584e-05,0.00016829398,-5.140878e-05,0.00012375099,5.857678e-06,3.9390292e-05
13,1,1.4420531e-05,8.38332e-05,-4.8266316e-05,0.00010186065,3.0174642e-06,4.1431635e-05
14,1,-4.7501254e-07,4.310699e-05,-4.3189902e-05,7.549886e-05,-2.1785685e-05,1.9170295e-05
15,1,5.1293705e-06,-1.7168151e-05,3.8989965e-06,-1.9025492e-05,4.4425993e-05,1.789118e-06
16,1,-1.2512281e-05,6.579868e-05,-1.1950054e-05,-0.00015222684,5.4695454e-05,1.231896e-05
17,1,-4.152367e-07,5.961735e-05,-1.7357754e-05,7.5471246e-05,5.2145835e-05,1.5874753e-05
18,1,-2.1174892e-06,0.00011744603,-2.4674799e-05,-0.00024326913,4.1738247e-05,1.8834413e-05
19,1,-4.1085317e-05,0.00015735398,-3.332406e-05,0.00012563066,3.0719246e-05,2.4586905e-05
20,1,1.0220843e-05,7.940743e-05,-4.084746e-05,0.00010084877,1.8199087e-05,2.5615294e-05
21,1,4.4182607e-06,4.5600955e-05,-5.2982286e-05,7.763536e-05,1.7325685e-05,1.1312741e-05
22,1,1.3315611e-05,-3.509317e-05,4.1875446e-05,-7.1671902e-06,6.28946e-05,2.2711044e-09
23,1,-2.4300702e-05,5.369349e-05,3.4048935e-05,-0.00015560881,5.6788795e-05,4.3034876e-07
24,1,-6.7203578e-06,4.8819296e-05,2.1259008e-05,7.292499e-05,4.9982093e-05,4.6406494e-06
25,1,-4.439051e-06,0.00010744578,7.771499e-06,-0.00023113069,4.259507e-05,7.698197e-06
26,1,-4.7116828e-05,0.00014797723,-6.0047346e-06,0.0001264026,3.391804e-05,1.2177804e-05
27,1,1.1451334e-05,7.221917e-05,-2.3876237e-05,0.000103376144,2.7131991e-05,1.5623997e-05
28,1,-2.8000493e-06,4.3251854e-05,-4.2837175e-05,7.835301e-05,2.5762585e-05,8.9996265e-06
29,1,-4.6639148e-06,-4.665815e-05,8.3179606e-05,-2.3505867e-05,3.4126406e-05,-3.114654e-06
30,1,-2.2398339e-05,4.213288e-05,6.617142e-05,-0.00015677209,3.169219e-05,-3.600236e-06
31,1,-8.568066e-06,4.042294e-05,5.1354793e-05,8.133666e-05,3.1919168e-05,-1.5114222e-06
32,1,-8.52152e-06,9.972e-05,3.5223457e-05,-0.00023110936,2.7806462e-05,1.1207062e-06
33,1,-4.6446927e-05,0.00014001263,1.5810328e-05,0.00013399955,2.3006147e-05,4.825727e-06
34,1,6.6118323e-06,6.568845e-05,-3.3376061e-06,0.00010509602,2.2350985e-05,1.0066555e-05
35,1,1.7296098e-06,3.5575147e-05,-2.6734466e-05,7.7693105e-05,2.8624021e-05,5.8618775e-06
36,1,9.9729095e-06,-5.4903947e-05,9.4576106e-05,-9.024297e-06,1.4690956e-05,-7.8502296e-07
37,1,-2.7825641e-05,3.6015346e-05,8.621313e-05,-0.00015402997,1.6333173e-05,-2.4641517e-06
