StepTime,U2_mm,RF2_N
0.0,0.0,-0.0
0.0024999999441206455,-0.0005000000237487257,-0.22385327517986298
0.004999999888241291,-0.0010000000474974513,-0.024444548413157463
0.008750000037252903,-0.0017500000540167093,-0.0023307104129344225
0.014375000260770321,-0.0028750000055879354,-0.0002319714694749564
0.022812500596046448,-0.004562499932944775,-4.309762152843177e-05
0.035468749701976776,-0.007093749940395355,-19.286405563354492
0.05000000074505806,-0.009999999776482582,-47.47517395019531
0.07179687172174454,-0.014359375461935997,-89.73828887939453
0.10000000149011612,-0.019999999552965164,-144.38673400878906
0.15000000596046448,-0.029999999329447746,-241.17005920410156
0.20000000298023224,-0.03999999910593033,-337.8274841308594
0.25,-0.05000000074505806,-434.3592529296875
0.30000001192092896,-0.05999999865889549,-530.7661743164062
0.3499999940395355,-0.07000000029802322,-627.049072265625
0.4000000059604645,-0.07999999821186066,-723.2091064453125
0.44999998807907104,-0.09000000357627869,-819.2474365234375
0.5,-0.10000000149011612,-915.1654663085938
0.550000011920929,-0.10999999940395355,-1010.9646606445312
0.6000000238418579,-0.11999999731779099,-1106.6463623046875
0.6499999761581421,-0.12999999523162842,-1202.2119140625
0.699999988079071,-0.14000000059604645,-1297.6627197265625
0.75,-0.15000000596046448,-1392.999755859375
0.800000011920929,-0.1599999964237213,-1488.223876953125
0.8500000238418579,-0.17000000178813934,-1583.335693359375
0.8999999761581421,-0.18000000715255737,-1678.53076171875
0.949999988079071,-0.1899999976158142,-1781.376220703125
1.0,-0.20000000298023224,-1887.1029052734375
