HistoryRegion,Variable,StepTime,Value
Assembly ASSEMBLY,ALLSE,0.0,0.0
Assembly ASSEMBLY,ALLSE,0.0024999999441206455,2.4934129214670975e-06
Assembly ASSEMBLY,ALLSE,0.004999999888241291,2.913263230652774e-08
Assembly ASSEMBLY,ALLSE,0.008750000037252903,2.715106472983564e-10
Assembly ASSEMBLY,ALLSE,0.014375000260770321,2.655024203962464e-12
Assembly ASSEMBLY,ALLSE,0.022812500596046448,1.431764727393911e-13
Assembly ASSEMBLY,ALLSE,0.035468749701976776,0.0185941644012928
Assembly ASSEMBLY,ALLSE,0.05000000074505806,0.11269886046648026
Assembly ASSEMBLY,ALLSE,0.07179687172174454,0.40282097458839417
Assembly ASSEMBLY,ALLSE,0.10000000149011612,1.0433531999588013
Assembly ASSEMBLY,ALLSE,0.15000000596046448,2.9134914875030518
Assembly ASSEMBLY,ALLSE,0.20000000298023224,5.721976280212402
Assembly ASSEMBLY,ALLSE,0.25,9.46765422821045
Assembly ASSEMBLY,ALLSE,0.30000001192092896,14.149374961853027
Assembly ASSEMBLY,ALLSE,0.3499999940395355,19.765995025634766
Assembly ASSEMBLY,ALLSE,0.4000000059604645,26.316383361816406
Assembly ASSEMBLY,ALLSE,0.44999998807907104,33.799434661865234
Assembly ASSEMBLY,ALLSE,0.5,42.21406555175781
Assembly ASSEMBLY,ALLSE,0.550000011920929,51.55921936035156
Assembly ASSEMBLY,ALLSE,0.6000000238418579,61.83386993408203
Assembly ASSEMBLY,ALLSE,0.6499999761581421,73.0370101928711
Assembly ASSEMBLY,ALLSE,0.699999988079071,85.16767120361328
Assembly ASSEMBLY,ALLSE,0.75,98.22488403320312
Assembly ASSEMBLY,ALLSE,0.800000011920929,112.20770263671875
Assembly ASSEMBLY,ALLSE,0.8500000238418579,127.11519622802734
Assembly ASSEMBLY,ALLSE,0.8999999761581421,142.9517059326172
Assembly ASSEMBLY,ALLSE,0.949999988079071,159.9585418701172
Assembly ASSEMBLY,ALLSE,1.0,178.0671844482422
Assembly ASSEMBLY,ALLSD,0.0,0.0
Assembly ASSEMBLY,ALLSD,0.0024999999441206455,1.6807713620892173e-07
Assembly ASSEMBLY,ALLSD,0.004999999888241291,2.5910296130859933e-07
Assembly ASSEMBLY,ALLSD,0.008750000037252903,2.59810832403673e-07
Assembly ASSEMBLY,ALLSD,0.014375000260770321,2.5981088924709184e-07
Assembly ASSEMBLY,ALLSD,0.022812500596046448,2.5981088924709184e-07
Assembly ASSEMBLY,ALLSD,0.035468749701976776,2.5981117346418614e-07
Assembly ASSEMBLY,ALLSD,0.05000000074505806,2.5981483986470266e-07
Assembly ASSEMBLY,ALLSD,0.07179687172174454,2.598200978809473e-07
Assembly ASSEMBLY,ALLSD,0.10000000149011612,2.5982672013924457e-07
Assembly ASSEMBLY,ALLSD,0.15000000596046448,2.598378898710507e-07
Assembly ASSEMBLY,ALLSD,0.20000000298023224,2.5984849116866826e-07
Assembly ASSEMBLY,ALLSD,0.25,2.598585524538066e-07
Assembly ASSEMBLY,ALLSD,0.30000001192092896,2.5986810214817524e-07
Assembly ASSEMBLY,ALLSD,0.3499999940395355,2.5987716867348354e-07
Assembly ASSEMBLY,ALLSD,0.4000000059604645,2.5988578045144095e-07
Assembly ASSEMBLY,ALLSD,0.44999998807907104,2.598939659037569e-07
Assembly ASSEMBLY,ALLSD,0.5,2.599017250304314e-07
Assembly ASSEMBLY,ALLSD,0.550000011920929,2.599091146748833e-07
Assembly ASSEMBLY,ALLSD,0.6000000238418579,2.599161064154032e-07
Assembly ASSEMBLY,ALLSD,0.6499999761581421,2.599227570954099e-07
Assembly ASSEMBLY,ALLSD,0.699999988079071,2.5992906671490346e-07
Assembly ASSEMBLY,ALLSD,0.75,2.5993503527388384e-07
Assembly ASSEMBLY,ALLSD,0.800000011920929,2.599407196157699e-07
Assembly ASSEMBLY,ALLSD,0.8500000238418579,2.599461197405617e-07
