StepTime,RF2_N
0.0,-0.0
0.0024999999441206455,0.11316390335559845
0.004999999888241291,0.012166365049779415
0.008750000037252903,0.0011861479142680764
0.014375000260770321,0.0001167789232567884
0.022812500596046448,2.1956308046355844e-05
0.035468749701976776,10.058441162109375
0.05000000074505806,24.759702682495117
0.07179687172174454,46.801170349121094
0.10000000149011612,75.30191802978516
0.15000000596046448,125.77714538574219
0.20000000298023224,176.1866455078125
0.25,226.53057861328125
0.30000001192092896,276.8094177246094
0.3499999940395355,327.0236511230469
0.4000000059604645,377.1739501953125
0.44999998807907104,427.26104736328125
0.5,477.2857360839844
0.550000011920929,527.248779296875
0.6000000238418579,577.1510620117188
0.6499999761581421,626.9933471679688
0.699999988079071,676.7762451171875
0.75,726.5004272460938
0.800000011920929,776.1663818359375
0.8500000238418579,825.7742919921875
0.8999999761581421,875.3241577148438
0.949999988079071,928.2420654296875
1.0,983.0051879882812
