ElementLabel,IntegrationPoint,LE11,LE22,LE33,LE12,LE13,LE23
1,1,7.1043855e-06,-1.2883591e-07,-1.7372737e-05,-2.8040873e-05,-5.274253e-05,3.9075458e-06
2,1,-1.9211755e-05,9.576091e-05,-3.1276108e-05,-0.00014766947,3.37487e-07,1.1506723e-05
3,1,-5.2960986e-06,0.000105229265,-5.1070798e-05,6.655097e-05,-2.1325312e-05,6.1088645e-06
4,1,-6.9632324e-06,0.00016005908,-6.409449e-05,-0.00016385526,-1.0387027e-05,2.3412202e-05
5,1,-3.8381135e-05,0.00017637195,-5.9848568e-05,0.00015893854,5.97563e-06,3.3586588e-05
6,1,7.946039e-06,8.845415e-05,-4.6361572e-05,0.00012292297,-1.7584502e-05,3.0463762e-05
7,1,-5.758378e-07,3.299816e-05,-1.8582754e-05,8.818409e-05,-8.527782e-06,1.6444334e-05
8,1,2.2884873e-05,-7.5425933e-06,-2.7821663e-05,-1.5237245e-05,3.8009819e-06,1.6067914e-05
9,1,-1.6905436e-05,9.1629074e-05,-3.5742352e-05,-0.00015471,-7.2561324e-06,2.0813168e-05
10,1,1.3589332e-06,9.324886e-05,-4.937757e-05,7.0526825e-05,7.97357e-06,2.6279735e-05
11,1,-2.828799e-07,0.00014960238,-5.614841e-05,-0.00019338033,1.1972187e-05,4.316437e-05
12,1,-4.0610576e-05,0.00017041496,-5.4211207e-05,0.00013321669,7.4102554e-06,5.5514207e-05
13,1,1.535153e-05,8.321988e-05,-4.9845792e-05,8.468601e-05,3.6080764e-06,5.3643507e-05
14,1,-4.395655e-07,4.390921e-05,-4.3418862e-05,6.831387e-05,-2.3076793e-05,2.4039686e-05
15,1,6.3409893e-06,-1.1549143e-05,-2.2300294e-06,-2.9120774e-05,4.4166194e-05,5.589967e-06
16,1,-1.4704252e-05,8.009718e-05,-1.7696322e-05,-0.00015513206,5.6178622e-05,2.195297e-05
17,1,-2.0473647e-06,7.836501e-05,-2.227521e-05,6.633996e-05,5.5192042e-05,2.7936707e-05
18,1,-6.302305e-06,0.00013305021,-2.8793393e-05,-0.00020583706,4.551912e-05,3.2272153e-05
