HistoryRegion,Variable,StepTime,Value
Assembly ASSEMBLY,ALLSE,0.0,0.0
Assembly ASSEMBLY,ALLSE,0.0024999999441206455,2.1548785298364237e-06
Assembly ASSEMBLY,ALLSE,0.004999999888241291,2.4895809858094253e-08
Assembly ASSEMBLY,ALLSE,0.008750000037252903,2.330783621662391e-10
Assembly ASSEMBLY,ALLSE,0.014375000260770321,2.28066177054842e-12
Assembly ASSEMBLY,ALLSE,0.022812500596046448,1.2334153609485504e-13
Assembly ASSEMBLY,ALLSE,0.035468749701976776,0.01840345375239849
Assembly ASSEMBLY,ALLSE,0.05000000074505806,0.11154451221227646
Assembly ASSEMBLY,ALLSE,0.07179687172174454,0.3987032473087311
Assembly ASSEMBLY,ALLSE,0.10000000149011612,1.03271484375
Assembly ASSEMBLY,ALLSE,0.15000000596046448,2.883920431137085
Assembly ASSEMBLY,ALLSE,0.20000000298023224,5.664154052734375
Assembly ASSEMBLY,ALLSE,0.25,9.372393608093262
Assembly ASSEMBLY,ALLSE,0.30000001192092896,14.007621765136719
Assembly ASSEMBLY,ALLSE,0.3499999940395355,19.568830490112305
Assembly ASSEMBLY,ALLSE,0.4000000059604645,26.055030822753906
Assembly ASSEMBLY,ALLSE,0.44999998807907104,33.46525573730469
Assembly ASSEMBLY,ALLSE,0.5,41.79857635498047
Assembly ASSEMBLY,ALLSE,0.550000011920929,51.05408477783203
Assembly ASSEMBLY,ALLSE,0.6000000238418579,61.23090362548828
Assembly ASSEMBLY,ALLSE,0.6499999761581421,72.32819366455078
Assembly ASSEMBLY,ALLSE,0.699999988079071,84.34513092041016
Assembly ASSEMBLY,ALLSE,0.75,97.28089904785156
Assembly ASSEMBLY,ALLSE,0.800000011920929,111.13468933105469
Assembly ASSEMBLY,ALLSE,0.8500000238418579,125.90569305419922
Assembly ASSEMBLY,ALLSE,0.8999999761581421,141.59303283691406
Assembly ASSEMBLY,ALLSE,0.949999988079071,158.24246215820312
Assembly ASSEMBLY,ALLSE,1.0,176.06089782714844
Assembly ASSEMBLY,ALLSD,0.0,0.0
Assembly ASSEMBLY,ALLSD,0.0024999999441206455,1.479926083902683e-07
Assembly ASSEMBLY,ALLSD,0.004999999888241291,2.255940501072473e-07
Assembly ASSEMBLY,ALLSD,0.008750000037252903,2.2618552009134874e-07
Assembly ASSEMBLY,ALLSD,0.014375000260770321,2.2618556272391288e-07
Assembly ASSEMBLY,ALLSD,0.022812500596046448,2.261855769347676e-07
Assembly ASSEMBLY,ALLSD,0.035468749701976776,2.2618590378442605e-07
Assembly ASSEMBLY,ALLSD,0.05000000074505806,2.2619013861913118e-07
Assembly ASSEMBLY,ALLSD,0.07179687172174454,2.26196235075804e-07
Assembly ASSEMBLY,ALLSD,0.10000000149011612,2.262038947264955e-07
