StepTime,U2_mm,RF2_N
0.0,0.0,-0.0
0.0024999999441206455,-0.0005000000237487257,-0.2242288589477539
0.004999999888241291,-0.0010000000474974513,-0.024400744587183
0.008750000037252903,-0.0017500000540167093,-0.0023303809575736523
0.014375000260770321,-0.0028750000055879354,-0.00023192061053123325
0.022812500596046448,-0.004562499932944775,-4.3084284698124975e-05
0.035468749701976776,-0.007093749940395355,-20.06412124633789
0.05000000074505806,-0.009999999776482582,-49.38951110839844
0.07179687172174454,-0.014359375461935997,-93.35652923583984
0.10000000149011612,-0.019999999552965164,-150.2078094482422
0.15000000596046448,-0.029999999329447746,-250.89129638671875
0.20000000298023224,-0.03999999910593033,-351.4424133300781
0.25,-0.05000000074505806,-451.86151123046875
0.30000001192092896,-0.05999999865889549,-552.1494140625
0.3499999940395355,-0.07000000029802322,-652.3072509765625
0.4000000059604645,-0.07999999821186066,-752.3361206054688
0.44999998807907104,-0.09000000357627869,-852.237548828125
0.5,-0.10000000149011612,-952.0131225585938
0.550000011920929,-0.10999999940395355,-1051.664306640625
0.6000000238418579,-0.11999999731779099,-1151.19287109375
0.6499999761581421,-0.12999999523162842,-1250.600341796875
0.699999988079071,-0.14000000059604645,-1349.887939453125
0.75,-0.15000000596046448,-1449.0570068359375
0.800000011920929,-0.1599999964237213,-1548.1082763671875
0.8500000238418579,-0.17000000178813934,-1647.0423583984375
0.8999999761581421,-0.18000000715255737,-1745.8592529296875
0.949999988079071,-0.1899999976158142,-1852.5994873046875
1.0,-0.20000000298023224,-1962.42578125
