NodeLabel,X_mm,Y_mm,Z_mm,U1_mm,U2_mm,U3_mm
1,-12.0,0.0,8.0,-0.031034373,0.05278566,0.00024816024
2,-12.0,0.5714286,8.0,-0.026421621,0.05598192,2.7759283e-05
3,-12.0,1.1428572,8.0,-0.011635709,0.053220857,-7.738328e-05
4,-12.0,1.7142857,8.0,-0.0069072573,0.055396754,6.192517e-06
5,-12.0,2.2857144,8.0,0.008099493,0.053975742,-0.0001684342
6,-12.0,2.857143,8.0,0.013061485,0.054874647,-6.22638e-05
7,-12.0,3.4285715,8.0,0.028335597,0.054605786,-0.00013734079
8,-12.0,4.0,8.0,0.033326138,0.05425168,-0.00030881184
9,-12.0,0.0,7.3846154,-0.030841094,0.052581962,5.78362e-08
10,-12.0,0.5714286,7.3846154,-0.026312329,0.056030627,7.1446295e-05
11,-12.0,1.1428572,7.3846154,-0.011256007,0.05309162,4.9575665e-05
12,-12.0,1.7142857,7.3846154,-0.006850112,0.05537997,-3.591066e-05
13,-12.0,2.2857144,7.3846154,0.0084453635,0.053903468,-7.716404e-06
14,-12.0,2.857143,7.3846154,0.01311994,0.05482308,-7.815853e-05
15,-12.0,3.4285715,7.3846154,0.028553508,0.05454473,-5.7879013e-05
16,-12.0,4.0,7.3846154,0.033435993,0.054233294,1.7950628e-05
17,-12.0,0.0,6.769231,-0.030431828,0.052523386,0.00018421555
18,-12.0,0.5714286,6.769231,-0.026246177,0.056009337,0.00010341613
19,-12.0,1.1428572,6.769231,-0.011023631,0.0530159,7.741439e-05
20,-12.0,1.7142857,6.769231,-0.006762021,0.055329196,6.724056e-05
21,-12.0,2.2857144,6.769231,0.008668257,0.053828668,1.7243872e-05
22,-12.0,2.857143,6.769231,0.013145817,0.05471453,1.2189879e-05
23,-12.0,3.4285715,6.769231,0.028800592,0.054501243,-7.207597e-05
24,-12.0,4.0,6.769231,0.033375293,0.054085918,-0.00022386394
25,-12.0,0.0,6.1538463,-0.030440781,0.05253126,0.00015445283
26,-12.0,0.5714286,6.1538463,-0.026155759,0.055907294,0.00014853236
27,-12.0,1.1428572,6.1538463,-0.010914859,0.053026423,0.00012192347
28,-12.0,1.7142857,6.1538463,-0.0067105703,0.0552285,9.739244e-05
29,-12.0,2.2857144,6.1538463,0.008759823,0.053801674,7.66764e-05
30,-12.0,2.857143,6.1538463,0.013213689,0.054622006,2.857617e-05
31,-12.0,3.4285715,6.1538463,0.02885166,0.054446243,4.2887546e-05
32,-12.0,4.0,6.1538463,0.03349856,0.0540139,6.296265e-05
33,-12.0,0.0,5.5384617,-0.030342927,0.052508175,0.00015000069
34,-12.0,0.5714286,5.5384617,-0.026113417,0.05591912,0.00013890144
35,-12.0,1.1428572,5.5384617,-0.010909542,0.05296262,0.00013459974
