StepTime,U2_mm,RF2_N
0.0,0.0,-0.0
0.0024999999441206455,-0.0005000000237487257,-0.22455011308193207
0.004999999888241291,-0.0010000000474974513,-0.02436370588839054
0.008750000037252903,-0.0017500000540167093,-0.0023301010951399803
0.014375000260770321,-0.0028750000055879354,-0.00023187541228253394
0.022812500596046448,-0.004562499932944775,-4.307289418647997e-05
0.035468749701976776,-0.007093749940395355,-20.77307891845703
0.05000000074505806,-0.009999999776482582,-51.13456726074219
0.07179687172174454,-0.014359375461935997,-96.65475463867188
0.10000000149011612,-0.019999999552965164,-155.51394653320312
0.15000000596046448,-0.029999999329447746,-259.7522888183594
0.20000000298023224,-0.03999999910593033,-363.8522644042969
0.25,-0.05000000074505806,-467.8143005371094
0.30000001192092896,-0.05999999865889549,-571.6394653320312
0.3499999940395355,-0.07000000029802322,-675.328857421875
0.4000000059604645,-0.07999999821186066,-778.8840942382812
0.44999998807907104,-0.09000000357627869,-882.3067016601562
0.5,-0.10000000149011612,-985.5985717773438
0.550000011920929,-0.10999999940395355,-1088.761474609375
0.6000000238418579,-0.11999999731779099,-1191.797119140625
0.6499999761581421,-0.12999999523162842,-1294.707275390625
0.699999988079071,-0.14000000059604645,-1397.4935302734375
0.75,-0.15000000596046448,-1500.1571044921875
0.800000011920929,-0.1599999964237213,-1602.69873046875
0.8500000238418579,-0.17000000178813934,-1705.118896484375
0.8999999761581421,-0.18000000715255737,-1807.4176025390625
0.949999988079071,-0.1899999976158142,-1916.7327880859375
1.0,-0.20000000298023224,-2029.8797607421875
