ElementLabel,IntegrationPoint,LE11,LE22,LE33,LE12,LE13,LE23
1,1,8.587479e-06,2.1376156e-06,-1.9963427e-05,-3.5946454e-05,-4.9118516e-05,3.082336e-06
2,1,-2.145778e-05,0.00011043616,-3.612715e-05,-0.00015096871,1.3083134e-06,9.3433e-06
3,1,-6.4985607e-06,0.00012471402,-5.8435224e-05,5.6975616e-05,-1.8723114e-05,6.9644902e-06
4,1,-1.0971191e-05,0.00017942394,-6.960223e-05,-0.00013426247,-6.8496283e-06,2.6501402e-05
5,1,-3.6153262e-05,0.00018002327,-6.2435596e-05,0.00016580486,5.3354383e-06,3.6096393e-05
6,1,7.788751e-06,8.9391535e-05,-4.7043628e-05,0.00010804059,-1.5906684e-05,3.23051e-05
7,1,-4.6814196e-07,3.2455566e-05,-1.8934707e-05,8.2470346e-05,-7.861377e-06,1.6507052e-05
8,1,2.3183118e-05,-4.859851e-06,-3.0152014e-05,-2.390506e-05,4.7599483e-06,1.44663545e-05
9,1,-1.9342639e-05,0.000105941435,-3.9553044e-05,-0.00015460353,-3.9298475e-06,1.9436487e-05
10,1,-1.3742991e-07,0.000112156435,-5.2933065e-05,5.8933325e-05,1.2581053e-05,2.7709664e-05
11,1,-5.465456e-06,0.00016899181,-5.8606838e-05,-0.00016309069,1.5588728e-05,4.6207977e-05
12,1,-3.771701e-05,0.00017284615,-5.514929e-05,0.00013986406,1.0534043e-05,5.8854734e-05
13,1,1.475237e-05,8.3605075e-05,-5.0001367e-05,7.092598e-05,6.3414836e-06,5.5607616e-05
14,1,-2.0523629e-07,4.1944455e-05,-4.3913795e-05,6.389609e-05,-1.776124e-05,2.4607403e-05
15,1,7.756219e-06,-8.938998e-06,-3.1090078e-06,-3.667368e-05,4.3773347e-05,5.553672e-06
16,1,-1.7695256e-05,9.36689e-05,-1.7321852e-05,-0.00015649051,5.6803416e-05,2.2032908e-05
17,1,-4.088086e-06,9.646147e-05,-2.1107564e-05,5.363869e-05,5.5831013e-05,2.7985778e-05
18,1,-1.1460734e-05,0.00015189227,-2.6752396e-05,-0.00017291652,4.7252557e-05,3.2370073e-05
19,1,-3.6790316e-05,0.0001615843,-3.368092e-05,0.00014205175,3.7700578e-05,3.807683e-05
20,1,9.6448675e-06,7.9215126e-05,-3.9950344e-05,7.003916e-05,2.5770609e-05,3.7530604e-05
21,1,4.50717e-06,4.4326647e-05,-5.1817282e-05,6.633464e-05,2.7975562e-05,1.6774778e-05
22,1,1.551369e-05,-2.7594513e-05,3.647796e-05,-2.6145635e-05,6.122767e-05,3.3502859e-06
23,1,-2.966365e-05,8.0606296e-05,3.045507e-05,-0.00016024863,5.704483e-05,7.4844875e-06
24,1,-1.0334977e-05,8.507752e-05,1.9966801e-05,5.1060426e-05,5.18592e-05,1.3641818e-05
25,1,-1.4264106e-05,0.00014090241,9.182744e-06,-0.00016319062,4.6231587e-05,1.7688531e-05
26,1,-4.3101143e-05,0.00015147477,-2.354991e-06,0.00014164957,3.9033595e-05,2.1951982e-05
27,1,1.0425927e-05,7.0825845e-05,-1.8354838e-05,7.331286e-05,3.3870747e-05,2.4727105e-05
28,1,-3.6272584e-06,4.0080366e-05,-3.628525e-05,6.712429e-05,3.6684767e-05,1.3231447e-05
29,1,-2.0374705e-06,-3.9137634e-05,7.766626e-05,-4.0721672e-05,3.191362e-05,-1.3133156e-06
