NodeLabel,X_mm,Y_mm,Z_mm,U1_mm,U2_mm,U3_mm
1,-12.0,0.0,8.0,-0.029842565,0.050533872,0.00020037447
2,-12.0,0.5714286,8.0,-0.025599003,0.053827997,-5.0784206e-06
3,-12.0,1.1428572,8.0,-0.011085236,0.05100473,-0.000110736175
4,-12.0,1.7142857,8.0,-0.0067584636,0.05317315,-3.450494e-05
5,-12.0,2.2857144,8.0,0.007934462,0.051789764,-0.00020882094
6,-12.0,2.857143,8.0,0.012479859,0.052602842,-0.00012421995
7,-12.0,3.4285715,8.0,0.027448744,0.052462857,-0.00019700229
8,-12.0,4.0,8.0,0.032053903,0.05196914,-0.0003583665
9,-12.0,0.0,7.3846154,-0.029661516,0.050335675,-3.7688656e-05
10,-12.0,0.5714286,7.3846154,-0.025494432,0.053873077,3.111079e-05
11,-12.0,1.1428572,7.3846154,-0.010729397,0.05088128,9.568222e-06
12,-12.0,1.7142857,7.3846154,-0.00670064,0.053152874,-7.9019184e-05
13,-12.0,2.2857144,7.3846154,0.008260563,0.051718432,-6.02756e-05
14,-12.0,2.857143,7.3846154,0.012548131,0.05255152,-0.0001321004
15,-12.0,3.4285715,7.3846154,0.027659422,0.05240454,-0.00011819769
16,-12.0,4.0,7.3846154,0.032165524,0.051950157,-4.9708673e-05
17,-12.0,0.0,6.769231,-0.029282076,0.050275158,0.00014486113
18,-12.0,0.5714286,6.769231,-0.025428306,0.05386102,6.162809e-05
19,-12.0,1.1428572,6.769231,-0.010514057,0.050802764,3.143939e-05
20,-12.0,1.7142857,6.769231,-0.006611444,0.053112663,1.776677e-05
21,-12.0,2.2857144,6.769231,0.00847318,0.051647797,-3.617889e-05
22,-12.0,2.857143,6.769231,0.0125819435,0.052454695,-4.8488197e-05
23,-12.0,3.4285715,6.769231,0.027898127,0.05236225,-0.00013429388
24,-12.0,4.0,6.769231,0.032125197,0.05181369,-0.00027926784
25,-12.0,0.0,6.1538463,-0.029297208,0.05027554,0.00010360631
26,-12.0,0.5714286,6.1538463,-0.025344044,0.053772997,0.000101129124
27,-12.0,1.1428572,6.1538463,-0.010412558,0.050808907,7.3443734e-05
28,-12.0,1.7142857,6.1538463,-0.006558743,0.05302694,4.314176e-05
29,-12.0,2.2857144,6.1538463,0.008561948,0.05161822,1.8496134e-05
30,-12.0,2.857143,6.1538463,0.012656555,0.05237639,-3.217257e-05
31,-12.0,3.4285715,6.1538463,0.027953124,0.05230691,-2.0927742e-05
32,-12.0,4.0,6.1538463,0.032251325,0.051752944,-1.8056041e-06
33,-12.0,0.0,5.5384617,-0.029208163,0.05025684,9.890494e-05
34,-12.0,0.5714286,5.5384617,-0.025302768,0.05378727,8.5899e-05
35,-12.0,1.1428572,5.5384617,-0.01041081,0.050750136,7.827992e-05
36,-12.0,1.7142857,5.5384617,-0.00649836,0.05301385,4.470663e-05
37,-12.0,2.2857144,5.5384617,0.008574524,0.051563606,2.4791285e-05
38,-12.0,2.857143,5.5384617,0.012704981,0.05234201,6.508713e-06
39,-12.0,3.4285715,5.5384617,0.027983936,0.052244775,-6.2572624e-05
40,-12.0,4.0,5.5384617,0.032246154,0.051696222,-0.00015463635
41,-12.0,0.0,4.923077,-0.029246422,0.05024595,7.46992e-05
42,-12.0,0.5714286,4.923077,-0.025278507,0.05376066,5.626889e-05
43,-12.0,1.1428572,4.923077,-0.010392907,0.05074149,3.447525e-05
44,-12.0,1.7142857,4.923077,-0.0064866324,0.052991863,3.350312e-05
45,-12.0,2.2857144,4.923077,0.008587137,0.05153398,1.30801445e-05
46,-12.0,2.857143,4.923077,0.012722621,0.05231821,-8.794009e-06
47,-12.0,3.4285715,4.923077,0.027976982,0.052201796,2.1029164e-05
48,-12.0,4.0,4.923077,0.032278832,0.051666845,4.6888785e-05
49,-12.0,0.0,4.3076925,-0.029227182,0.050246354,-1.2080957e-05
50,-12.0,0.5714286,4.3076925,-0.025270356,0.05376178,3.129383e-07
51,-12.0,1.1428572,4.3076925,-0.010404208,0.050729044,9.927538e-06
52,-12.0,1.7142857,4.3076925,-0.0064755133,0.052982863,-1.0247738e-05
53,-12.0,2.2857144,4.3076925,0.008575825,0.051521264,-7.029032e-06
54,-12.0,2.857143,4.3076925,0.012727348,0.052303392,-8.120237e-06
55,-12.0,3.4285715,4.3076925,0.027966894,0.052182686,-5.6100744e-05
56,-12.0,4.0,4.3076925,0.03226151,0.051644947,-0.00010847446
57,-12.0,0.0,3.6923077,-0.029239882,0.050245944,-3.137365e-05
58,-12.0,0.5714286,3.6923077,-0.025283422,0.053761788,-4.4392287e-05
59,-12.0,1.1428572,3.6923077,-0.010416863,0.0507287,-5.4746768e-05
60,-12.0,1.7142857,3.6923077,-0.0064885654,0.052982796,-3.5110435e-05
61,-12.0,2.2857144,3.6923077,0.008563141,0.051520992,-3.903801e-05
62,-12.0,2.857143,3.6923077,0.012714275,0.052303262,-3.849308e-05
63,-12.0,3.4285715,3.6923077,0.027954193,0.05218247,8.752878e-06
64,-12.0,4.0,3.6923077,0.032248434,0.05164477,6.049044e-05
65,-12.0,0.0,3.0769231,-0.029284304,0.05024475,-0.0001182231
66,-12.0,0.5714286,3.0769231,-0.025317581,0.053760678,-0.000100314166
67,-12.0,1.1428572,3.0769231,-0.01043088,0.050740466,-7.932666e-05
68,-12.0,1.7142857,3.0769231,-0.0065258024,0.052991677,-7.882243e-05
69,-12.0,2.2857144,3.0769231,0.008549104,0.05153315,-5.918796e-05
70,-12.0,2.857143,3.0769231,0.01268339,0.052317828,-3.7782072e-05
71,-12.0,3.4285715,3.0769231,0.027938858,0.052201137,-6.8418616e-05
72,-12.0,4.0,3.0769231,0.03223951,0.0516663,-9.482617e-05
73,-12.0,0.0,2.4615386,-0.029271437,0.050254855,-0.00014240711
74,-12.0,0.5714286,2.4615386,-0.025367977,0.053787287,-0.00012988702
75,-12.0,1.1428572,2.4615386,-0.010474103,0.05074846,-0.00012316782
76,-12.0,1.7142857,2.4615386,-0.0065636267,0.053013522,-8.998779e-05
77,-12.0,2.2857144,2.4615386,0.008511124,0.051562265,-7.093434e-05
78,-12.0,2.857143,2.4615386,0.012639612,0.052341357,-5.3057396e-05
79,-12.0,3.4285715,2.4615386,0.027920417,0.052243706,1.51420845e-05
80,-12.0,4.0,2.4615386,0.032180697,0.051695313,0.0001067169
81,-12.0,0.0,1.8461539,-0.029385675,0.05027278,-0.00014717443
82,-12.0,0.5714286,1.8461539,-0.025435308,0.05377304,-0.00014512909
83,-12.0,1.1428572,1.8461539,-0.010501128,0.050806582,-0.00011831921
84,-12.0,1.7142857,1.8461539,-0.0066501694,0.053026497,-8.8417924e-05
85,-12.0,2.2857144,1.8461539,0.008473246,0.05161636,-6.464798e-05
86,-12.0,2.857143,1.8461539,0.012565,0.052375484,-1.4379038e-05
87,-12.0,3.4285715,1.8461539,0.027864238,0.05230544,-2.651453e-05
88,-12.0,4.0,1.8461539,0.032159604,0.051751666,-4.6090154e-05
89,-12.0,0.0,1.2307693,-0.0293957,0.050271302,-0.00018839366
90,-12.0,0.5714286,1.2307693,-0.02554593,0.053861402,-0.00010557717
91,-12.0,1.1428572,1.2307693,-0.010627748,0.05079956,-7.63195e-05
92,-12.0,1.7142857,1.2307693,-0.0067291744,0.053112313,-6.303466e-05
93,-12.0,2.2857144,1.2307693,0.0083593335,0.051645316,-9.977443e-06
94,-12.0,2.857143,1.2307693,0.01246406,0.052453645,1.928528e-06
95,-12.0,3.4285715,1.2307693,0.027784089,0.052360367,8.683458e-05
96,-12.0,4.0,1.2307693,0.03200716,0.05181208,0.00023134521
97,-12.0,0.0,0.61538464,-0.02980037,0.05033081,-5.782117e-06
98,-12.0,0.5714286,0.61538464,-0.025638169,0.053873766,-7.511235e-05
99,-12.0,1.1428572,0.61538464,-0.010868315,0.050877273,-5.443608e-05
100,-12.0,1.7142857,0.61538464,-0.006844578,0.053152602,3.3760793e-05
101,-12.0,2.2857144,0.61538464,0.00812147,0.051715344,1.4115614e-05
102,-12.0,2.857143,0.61538464,0.012404056,0.05255037,8.553826e-05
103,-12.0,3.4285715,0.61538464,0.027520088,0.052402213,7.0731956e-05
104,-12.0,4.0,0.61538464,0.03202125,0.051948313,1.8154758e-06
105,-12.0,0.0,0.0,-0.030007023,0.050528575,-0.00024405084
106,-12.0,0.5714286,0.0,-0.02576863,0.053828515,-3.8829083e-05
107,-12.0,1.1428572,0.0,-0.01124978,0.051000293,6.592013e-05
108,-12.0,1.7142857,0.0,-0.0069282064,0.05317273,-1.0805644e-05
109,-12.0,2.2857144,0.0,0.007769759,0.051786277,0.0001627096
110,-12.0,2.857143,0.0,0.012309946,0.0526015,7.762857e-05
111,-12.0,3.4285715,0.0,0.02728383,0.05246017,0.00014955498
112,-12.0,4.0,0.0,0.03188382,0.05196704,0.00031042597
113,-11.4,0.0,8.0,-0.034861196,0.044234794,8.455909e-05
114,-11.4,0.5714286,8.0,-0.020823557,0.040809598,0.000210778
115,-11.4,1.1428572,8.0,-0.016033577,0.0435775,0.00021867416
116,-11.4,1.7142857,8.0,-0.001973416,0.041384965,3.7509682e-05
117,-11.4,2.2857144,8.0,0.0029439142,0.04278384,0.00012776545
118,-11.4,2.857143,8.0,0.017280307,0.042015154,-1.6007232e-05
119,-11.4,3.4285715,8.0,0.022450373,0.04208494,-1.0550354e-05
120,-11.4,4.0,8.0,0.03691959,0.042445432,9.3202005e-05
121,-11.4,0.0,7.3846154,-0.034683,0.0443601,0.0003414293
122,-11.4,0.5714286,7.3846154,-0.020520035,0.040654678,0.00019982699
123,-11.4,1.1428572,7.3846154,-0.015926665,0.043594662,0.00015008693
124,-11.4,1.7142857,7.3846154,-0.001658052,0.041290224,0.0001564047
125,-11.4,2.2857144,7.3846154,0.0030448388,0.04274048,6.179217e-05
126,-11.4,2.857143,7.3846154,0.01754293,0.041954633,5.5970526e-05
127,-11.4,3.4285715,7.3846154,0.022514692,0.042020034,-3.9750048e-05
128,-11.4,4.0,7.3846154,0.037110012,0.042362824,-0.00021824687
129,-11.4,0.0,6.769231,-0.034647558,0.04431572,0.00018643416
130,-11.4,0.5714286,6.769231,-0.020272672,0.040583774,0.00020534935
131,-11.4,1.1428572,6.769231,-0.01583822,0.043575786,0.00017842169
132,-11.4,1.7142857,6.769231,-0.0014351658,0.041217092,0.00012579643
133,-11.4,2.2857144,6.769231,0.0031029957,0.042676236,0.00010370643
134,-11.4,2.857143,6.769231,0.01775923,0.04190216,3.4858735e-05
135,-11.4,3.4285715,6.769231,0.02253708,0.041913852,3.2569445e-05
136,-11.4,4.0,6.769231,0.037354324,0.042349298,6.22517e-05
137,-11.4,0.0,6.1538463,-0.03452704,0.044274613,0.00020835997
138,-11.4,0.5714286,6.1538463,-0.020195577,0.04059973,0.00017818356
139,-11.4,1.1428572,6.1538463,-0.015780794,0.04348754,0.00015264263
140,-11.4,1.7142857,6.1538463,-0.0013538091,0.04120656,0.00012363796
141,-11.4,2.2857144,6.1538463,0.0031705992,0.04259676,8.081863e-05
142,-11.4,2.857143,6.1538463,0.01783024,0.041861173,6.095728e-05
