ElementLabel,IntegrationPoint,LE11,LE22,LE33,LE12,LE13,LE23
1,1,7.958357e-06,-2.4455524e-06,-1.7724316e-05,-2.8860703e-05,-4.294152e-05,2.7144679e-06
2,1,-1.9200765e-05,9.621548e-05,-3.1135023e-05,-0.00015007006,8.1088314e-07,7.858032e-06
3,1,-4.6770474e-06,0.000103851096,-5.1179697e-05,6.2348474e-05,-1.7107635e-05,2.555288e-06
4,1,-7.2276293e-06,0.00016129235,-6.369848e-05,-0.0001682064,-7.4687787e-06,1.7768782e-05
5,1,-3.8030135e-05,0.00017584059,-5.953516e-05,0.00015581674,5.181553e-06,2.710158e-05
6,1,7.828281e-06,8.841779e-05,-4.6163335e-05,0.00011780815,-1.3964638e-05,2.5908186e-05
7,1,-6.2614964e-07,3.242022e-05,-1.8938583e-05,8.7423534e-05,-7.609435e-06,1.407228e-05
8,1,2.1092741e-05,-9.607288e-06,-2.5893922e-05,-1.7859755e-05,8.371503e-06,1.1586987e-05
9,1,-1.7050046e-05,9.1737376e-05,-3.4993995e-05,-0.00015469381,-2.0120863e-06,1.2846064e-05
10,1,1.0920436e-06,9.247136e-05,-4.727463e-05,6.5776825e-05,1.1355785e-05,1.6603764e-05
11,1,-1.8872106e-06,0.00015210798,-5.3658438e-05,-0.00019289814,1.3741327e-05,3.031233e-05
12,1,-3.969441e-05,0.00016993968,-5.218405e-05,0.00013376478,8.770037e-06,4.2495925e-05
13,1,1.39862495e-05,8.345862e-05,-4.8206708e-05,8.3625964e-05,5.5277246e-06,4.297833e-05
14,1,-3.1259628e-07,4.09327e-05,-4.3533775e-05,6.947914e-05,-1.664715e-05,1.9524263e-05
15,1,6.7366173e-06,-1.3947392e-05,2.8341071e-06,-2.9640327e-05,4.3875043e-05,1.6569412e-06
16,1,-1.5824311e-05,8.096667e-05,-1.1560952e-05,-0.00015546773,5.5068853e-05,1.2150192e-05
17,1,-2.5623542e-06,7.919405e-05,-1.6033791e-05,6.182492e-05,5.262806e-05,1.5596945e-05
18,1,-7.4275895e-06,0.00013695139,-2.2321106e-05,-0.00020155025,4.3387296e-05,1.8603354e-05
19,1,-3.861188e-05,0.00015892356,-3.0141246e-05,0.00013613117,3.3608132e-05,2.4388135e-05
20,1,9.524886e-06,7.858831e-05,-3.7467846e-05,8.3352825e-05,2.2425162e-05,2.5947427e-05
21,1,3.7615393e-06,4.224275e-05,-4.980632e-05,7.19678e-05,2.3782908e-05,1.1819639e-05
22,1,1.39108715e-05,-3.1352345e-05,4.485628e-05,-1.9522024e-05,6.0938342e-05,-2.204631e-08
23,1,-2.7017986e-05,6.8981215e-05,3.808145e-05,-0.00015870784,5.4286065e-05,-5.447916e-07
24,1,-8.560417e-06,6.881034e-05,2.6559397e-05,5.9959148e-05,4.878472e-05,3.248727e-06
25,1,-9.962788e-06,0.00012698317,1.4491827e-05,-0.00019055892,4.272089e-05,6.335168e-06
26,1,-4.4441113e-05,0.00014928916,1.7543789e-06,0.00013696436,3.5221463e-05,1.093821e-05
27,1,1.0242068e-05,7.058115e-05,-1.5195043e-05,8.655839e-05,3.0145697e-05,1.5479789e-05
28,1,-3.4064142e-06,3.791239e-05,-3.3560573e-05,7.253006e-05,3.2039472e-05,9.193967e-06
29,1,-2.8496688e-06,-4.2078496e-05,8.7207765e-05,-3.380945e-05,3.0471252e-05,-3.4475975e-06
30,1,-2.5125168e-05,5.8108737e-05,7.212465e-05,-0.0001590515,3.0086298e-05,-4.4494927e-06
31,1,-1.0432035e-05,6.0674232e-05,5.921741e-05,6.70638e-05,3.064282e-05,-3.0505257e-06
32,1,-1.3891882e-05,0.00011954192,4.4809938e-05,-0.0001902166,2.7371325e-05,-4.8605153e-07
33,1,-4.4088283e-05,0.00014118498,2.7331116e-05,0.00014430968,2.4112805e-05,3.7403577e-06
34,1,5.4780658e-06,6.311907e-05,1.0140878e-05,8.826657e-05,2.4527502e-05,9.599106e-06
35,1,2.738707e-07,2.8980701e-05,-1.1233934e-05,7.2339055e-05,3.2414588e-05,5.911437e-06
36,1,1.1230105e-05,-4.959727e-05,9.873873e-05,-2.0559652e-05,1.3661539e-05,-8.660058e-07
37,1,-3.021349e-05,5.2317802e-05,9.278909e-05,-0.00015685362,1.51095555e-05,-3.108124e-06
38,1,-1.2501339e-05,5.5108667e-05,7.848698e-05,6.2355626e-05,1.4228509e-05,-3.1824131e-06
39,1,-1.4049501e-05,0.000114863855,6.186082e-05,-0.00018331819,1.3800841e-05,-1.6676569e-06
40,1,-4.709548e-05,0.00013609565,4.5368703e-05,0.00014370406,1.3521728e-05,1.1729063e-06
41,1,6.615537e-06,5.675365e-05,2.705504e-05,8.993234e-05,1.3450589e-05,4.40407e-06
42,1,-7.353221e-06,2.3494209e-05,7.4163095e-06,7.320823e-05,1.756779e-05,3.168967e-06
43,1,-3.92569e-06,-5.0613544e-05,0.00011012904,-3.449395e-05,-2.9091161e-08,2.4165258e-08
44,1,-2.6967125e-05,4.9799084e-05,9.733958e-05,-0.00016019725,-9.949975e-09,6.087294e-08
45,1,-1.2389415e-05,5.3669915e-05,8.41925e-05,6.755812e-05,-7.825606e-09,8.3240536e-08
46,1,-1.5741953e-05,0.000113087386,6.862758e-05,-0.00018622956,-3.8559778e-09,9.137819e-08
