StepTime,U2_mm,RF2_N
0.0,0.0,-0.0
0.0024999999441206455,-0.0005000000237487257,-0.22029787302017212
0.004999999888241291,-0.0010000000474974513,-0.023939426988363266
0.008750000037252903,-0.0017500000540167093,-0.002287820214405656
0.014375000260770321,-0.0028750000055879354,-0.00022767965856473893
0.022812500596046448,-0.004562499932944775,-4.2295167077099904e-05
0.035468749701976776,-0.007093749940395355,-20.028392791748047
0.05000000074505806,-0.009999999776482582,-49.30143356323242
0.07179687172174454,-0.014359375461935997,-93.189697265625
0.10000000149011612,-0.019999999552965164,-149.93870544433594
0.15000000596046448,-0.029999999329447746,-250.43975830078125
0.20000000298023224,-0.03999999910593033,-350.8071594238281
0.25,-0.05000000074505806,-451.0412292480469
0.30000001192092896,-0.05999999865889549,-551.1428833007812
0.3499999940395355,-0.07000000029802322,-651.1131591796875
0.4000000059604645,-0.07999999821186066,-750.953369140625
0.44999998807907104,-0.09000000357627869,-850.6649169921875
0.5,-0.10000000149011612,-950.2494506835938
0.550000011920929,-0.10999999940395355,-1049.70849609375
0.6000000238418579,-0.11999999731779099,-1149.043701171875
0.6499999761581421,-0.12999999523162842,-1248.256591796875
0.699999988079071,-0.14000000059604645,-1347.3486328125
0.75,-0.15000000596046448,-1446.32080078125
0.800000011920929,-0.1599999964237213,-1545.1741943359375
0.8500000238418579,-0.17000000178813934,-1643.9093017578125
0.8999999761581421,-0.18000000715255737,-1742.7760009765625
0.949999988079071,-0.1899999976158142,-1849.6905517578125
1.0,-0.20000000298023224,-1959.482666015625
