StepTime,RF2_N
0.0,-0.0
0.0024999999441206455,0.11113300919532776
0.004999999888241291,0.011933357454836369
0.008750000037252903,0.0011638146825134754
0.014375000260770321,0.00011460116365924478
0.022812500596046448,2.154123103537131e-05
0.035468749701976776,10.036394119262695
0.05000000074505806,24.70537757873535
0.07179687172174454,46.69833755493164
0.10000000149011612,75.13616180419922
0.15000000596046448,125.49939727783203
0.20000000298023224,175.79635620117188
0.25,226.02720642089844
0.30000001192092896,276.1924133300781
0.3499999940395355,326.29248046875
0.4000000059604645,376.32806396484375
0.44999998807907104,426.29986572265625
0.5,476.2087097167969
0.550000011920929,526.0553588867188
0.6000000238418579,575.8406982421875
0.6499999761581421,625.5654907226562
0.699999988079071,675.2303466796875
0.75,724.8358764648438
0.800000011920929,774.3826293945312
0.8500000238418579,823.8707275390625
0.8999999761581421,873.3003540039062
0.949999988079071,926.5419311523438
1.0,981.3958740234375
